Phantom,Source Organ ID,Source Organ Name,Source Type,Source Energy (MeV),Target Organ ID,Target Organ Name,Target Organ Mass (g),Dose (Gy/source),SAF (kg^-1),Relative Error,Statistical Uncertainty (%)
Adult Female,9500,Liver,photon,10.0,4800,Cervical spine_spongiosa,75.6012198719456,5.541033224e-18,3.4584409149484573e-06,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,4900,Thoracic spine_cortical,205.8277997232464,1.176946272e-14,0.007345920836840765,0.3938093425,39.380934249999996
Adult Female,9500,Liver,photon,10.0,5000,Thoracic spine_spongiosa,271.91549457460803,1.854898482e-14,0.011577365707606493,0.4098182832,40.981828320000005
Adult Female,9500,Liver,photon,10.0,5100,Lumbar spine_cortical,156.1749221177376,7.050584870000001e-15,0.004400628944636076,0.4626961853,46.26961853
Adult Female,9500,Liver,photon,10.0,5200,Lumbar spine_spongiosa,264.9755764769145,9.094326515e-15,0.005676232146948162,0.5749893004,57.49893004
Adult Female,9500,Liver,photon,10.0,5300,Sacrum_cortical,80.2404585409728,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,5400,Sacrum_spongiosa,154.8396844743004,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,5500,Sternum_cortical,1.6852962481264,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,5600,Sternum_spongiosa,51.346960600969695,3.3057312609999997e-16,0.00020632751663260117,0.7337178532,73.37178532
Adult Female,9500,Liver,photon,10.0,5700,Cartilage_costal,41.9590737177857,2.5707537350000002e-14,0.0160453827652064,0.4600541883,46.005418829999996
Adult Female,9500,Liver,photon,10.0,5800,Cartilage_discs,69.3505639721454,1.5600871480000002e-14,0.009737298091191612,0.4233183591,42.331835909999995
Adult Female,9500,Liver,photon,10.0,6100,Brain,1349.568113424676,2.9985336289999996e-17,1.8715374855479258e-05,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,6200,Breast_left_adipose tissue,153.663305817896,7.475901940000001e-15,0.0046660909798288824,0.7102599439,71.02599439000001
Adult Female,9500,Liver,photon,10.0,6300,Breast_left_glandular tissue,102.491460122403,7.006315843e-15,0.00437299839126227,0.8025941659,80.25941659
Adult Female,9500,Liver,photon,10.0,6400,Breast_right_adipose tissue,153.6633035399504,1.572471027e-14,0.009814592184347135,0.4840326255,48.40326255
Adult Female,9500,Liver,photon,10.0,6500,Breast_right_glandular tissue,102.49146139058709,6.314490084e-15,0.00394119471598785,0.8546661262,85.46661262
Adult Female,9500,Liver,photon,10.0,6600,Eye lens_sensitive_left,0.03888949783,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6601,Eye lens_insensitive_left,0.189270567128,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6700,Cornea_left,1.1001280159692,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6701,Aqueous_left,0.304270912569,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6702,Vitreous_left,6.050738358136299,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6800, Eye lens_sensitive_right,0.038889315828,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6801,Eye lens_insensitive_right,0.18927066199800002,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6900,Cornea_right,1.1001238046050998,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6901,Aqueous_right,0.3042708209034,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6902,Vitreous_right,6.050740749831199,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,7000,Gallbladder wall,8.2011184280042,2.6812955820000002e-14,0.016735330706364553,0.6799049872,67.99049872
Adult Female,9500,Liver,photon,10.0,7100,Gallbladder contents,47.999998457912,1.7969050560000002e-14,0.011215399212968425,0.785044383,78.5044383
Adult Female,9500,Liver,photon,10.0,7200,Stomach wall_0~60 um,1.5609641746468002,3.7096445760000003e-14,0.023153780284128147,0.6098023688,60.98023688000001
Adult Female,9500,Liver,photon,10.0,7201,Stomach wall_60~100 um,1.0437299846036,4.87614111e-14,0.030434478986416172,0.5774449334,57.744493340000005
Adult Female,9500,Liver,photon,10.0,7202,Stomach wall_100~300 um,5.2561811079680005,2.894576705e-14,0.018066526770980234,0.4938489719,49.38489719
Adult Female,9500,Liver,photon,10.0,7203,Stomach wall_300 um~surface,165.01201243314762,2.516038002e-14,0.015703874021171127,0.3876549574,38.76549574
Adult Female,9500,Liver,photon,10.0,7300,Stomach contents,230.000000552088,2.0342790890000002e-14,0.012696971393979274,0.3664344994,36.64344994
Adult Female,9500,Liver,photon,10.0,7400,Small intestine wall_0~130 um,12.3412277256856,5.413528873e-15,0.003378858958568484,0.7702901466,77.02901466
Adult Female,9500,Liver,photon,10.0,7401,Small intestine wall_130~150 um,1.9216446128264,3.365441324e-15,0.002100543256331124,0.5703180982,57.03180982
Adult Female,9500,Liver,photon,10.0,7402,Small intestine wall_150~200 um,4.8310231577832,4.444063132e-15,0.0027737660365854517,0.6875308342,68.75308342000001
Adult Female,9500,Liver,photon,10.0,7403,Small intestine wall_200 um~surface,736.6617235836935,4.695867069e-15,0.002930929692362496,0.4138426643,41.38426643
Adult Female,9500,Liver,photon,10.0,7500,Small intestine contents_-500~0 um,45.226691185832,5.408909855e-15,0.003375975994292274,0.5084160148,50.84160148
Adult Female,9500,Liver,photon,10.0,7501,Small intestine contents_centre~500 um,234.77330806540002,6.974401358e-15,0.004353078936488846,0.5239426312,52.39426312
Adult Female,9500,Liver,photon,10.0,7600,Ascending colon wall_0~280 um,4.450855098998001,6.705900917e-15,0.0041854941425890245,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7601,Ascending colon wall_280~300 um,0.32189071576760003,8.387750259e-15,0.005235221935585911,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7602,Ascending colon wall_300 um~surface,107.7839895914012,4.443058353e-15,0.0027731389028608187,0.9853163071,98.53163071
Adult Female,9500,Liver,photon,10.0,7700,Ascending colon contents,100.00700351210399,1.676712765e-15,0.0010465217938011697,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7800,Transverse colon wall_right_0~280 um,3.6801646076328,1.794474746e-14,0.011200230411049672,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7801,Transverse colon wall_right_280~300 um,0.2663179478232,7.668961896e-15,0.004786589526557781,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7802,Transverse colon wall_right_300 um~surface,64.84744016415,1.516527481e-14,0.00946542003433062,0.7802355486,78.02355486
