Organ ID,Organ Mass (g),Dose (Gy/source),Relative Error
9500,1810.000002,1.279134471e-14,0.05931477222
9700,427.255635,9.282641492e-16,0.4469370196
9900,522.5177096,3.663112927e-15,0.2135807435
10000,12.69547045,0,0
10100,12.69544257,3.365735118e-16,0.9994998749
10200,4.385693184,0,0
10300,103.6409332,2.090556667e-16,0.6375585042
10400,8.77145648,0,0
10500,8.771395776,0,0
10600,445.0216281,3.034569845e-16,0.5684850827
10700,8324.972881,9.01508244e-16,0.1040526894
10800,1479.723864,6.579765109e-16,0.2849769503
10900,7676.719927,3.684502427e-18,0.7797087088
11000,1.871018153,0,0
11001,0.1006174688,0,0
11002,41.24658622,1.006944278e-15,0.5153185911
11003,21.24000375,1.103825391e-14,0.6752006655
11100,6.318272095,0,0
11200,6.318275589,0,0
11300,144.55162,7.067389023e-15,0.293540945
11400,0.6150875891,0,0
11600,844.5432189,4.060999678e-17,0.6881920068
11700,11513.36291,8.380932578e-16,0.08665809434
11800,2171.587829,7.253427971e-16,0.225601199
11900,7795.947644,1.239112628e-18,0.9994998749
12000,35.87984162,0,0
12100,35.87987862,0,0
12200,155.5820784,5.003850664e-16,0.9408597751
12201,6.3244838,2.592201312e-16,0.9994998749
12300,871.6032649,8.601473254e-16,0.2698306952
12301,32.36827261,1.347884696e-15,0.4892344962
12400,380.9053944,5.412484785e-16,0.6359744907
12401,15.59845875,2.874863485e-16,0.737869899
12500,924.5843397,0,0
12501,35.0246294,0,0
12600,19.09830624,0,0
12700,187.3999946,5.753655638e-16,0.6578974514
12800,40.56239654,0,0
12801,0.03608964952,0,0
13100,20.50279131,0,0
13200,19.45530683,3.085783004e-17,0.9994998749
13300,20.99518908,0,0
13301,40.41533026,0,0
13400,3.075414924,0,0
13500,7.688548223,0,0
13600,7.688548547,0,0
13700,39.45905292,0,0
13701,1.345473856,0,0
13800,199.9999984,2.108648437e-17,0.9994998749
13900,81.99316852,3.608263699e-16,0.9994998749
14000,0.03600626171,0,0
