
=====================================================================
 Run #0 / Number of event processed : 1000
=====================================================================
organ ID|      Organ Mass (g)   Dose (Gy/source)     Relative Error
   11600|             844.543          4.061e-17              0.688
   11700|           11513.363          8.381e-16              0.087
   11800|            2171.588          7.253e-16              0.226
   11900|            7795.948          1.239e-18              0.999
   12000|              35.880          0.000e+00               -nan
   12100|              35.880          0.000e+00               -nan
   12200|             155.582          5.004e-16              0.941
   12201|               6.324          2.592e-16              0.999
   12300|             871.603          8.601e-16              0.270
   12301|              32.368          1.348e-15              0.489
   12400|             380.905          5.412e-16              0.636
   12401|              15.598          2.875e-16              0.738
   12500|             924.584          0.000e+00               -nan
   12501|              35.025          0.000e+00               -nan
   12600|              19.098          0.000e+00               -nan
   12700|             187.400          5.754e-16              0.658
   12800|              40.562          0.000e+00               -nan
   12801|               0.036          0.000e+00               -nan
   13100|              20.503          0.000e+00               -nan
   13200|              19.455          3.086e-17              0.999
   13300|              20.995          0.000e+00               -nan
   13301|              40.415          0.000e+00               -nan
   13400|               3.075          0.000e+00               -nan
   13500|               7.689          0.000e+00               -nan
   13600|               7.689          0.000e+00               -nan
   13700|              39.459          0.000e+00               -nan
   13701|               1.345          0.000e+00               -nan
   13800|             200.000          2.109e-17              0.999
   13900|              81.993          3.608e-16              0.999
   14000|               0.036          0.000e+00               -nan
=====================================================================

