
=====================================================================
 Run #0 / Number of event processed : 100000
=====================================================================
organ ID|      Organ Mass (g)   Dose (Gy/source)     Relative Error
     100|               8.683          1.932e-15              0.208
     200|               8.683          6.972e-15              0.113
     300|               0.022          0.000e+00               -nan
     301|               0.090          0.000e+00               -nan
     302|               0.028          0.000e+00               -nan
     303|              11.291          5.975e-17              0.724
     400|               0.141          0.000e+00               -nan
     401|               0.390          0.000e+00               -nan
     402|               0.098          0.000e+00               -nan
     403|               0.049          0.000e+00               -nan
     404|               0.098          0.000e+00               -nan
     405|              28.808          1.927e-16              0.343
     500|               0.086          9.187e-16              1.000
     501|               0.024          0.000e+00               -nan
     600|               0.023          1.319e-16              1.000
     700|              10.364          4.574e-16              0.320
     800|               0.025          3.728e-15              0.637
     801|               0.031          2.674e-15              0.622
     802|               0.052          1.293e-15              0.775
     803|               0.130          1.480e-15              0.612
     804|               0.026          2.988e-15              0.620
     805|               0.052          2.054e-15              0.717
     806|               0.052          1.040e-15              0.567
     807|               0.053          1.298e-15              0.691
     808|               2.777          1.595e-15              0.292
     900|               1.504          3.980e-16              1.000
     910|               6.944          1.626e-16              0.862
    1000|             193.197          1.474e-15              0.050
    1010|             444.035          9.917e-16              0.041
    1100|              32.463          4.117e-16              0.217
    1110|             167.269          4.524e-16              0.096
    1200|             108.832          7.714e-18              0.642
    1210|             389.741          8.159e-18              0.388
    1300|             159.196          4.199e-16              0.097
    1400|             145.689          3.753e-16              0.115
    1500|              34.244          6.012e-16              0.205
    1600|             106.720          6.869e-16              0.097
    1700|              50.890          5.679e-16              0.151
    1800|              37.397          5.785e-16              0.169
    1900|             273.409          2.402e-16              0.104
    2000|             154.981          3.527e-16              0.124
    2100|              22.996          1.674e-16              0.403
    2200|             181.529          3.527e-17              0.334
    2300|             118.927          3.913e-17              0.410
    2400|              48.252          4.441e-16              0.178
    2500|              45.057          4.038e-16              0.201
    2600|             568.469          6.135e-17              0.135
    2700|             382.073          6.038e-17              0.175
    2800|             253.548          3.821e-17              0.219
    2900|             413.232          4.086e-17              0.185
    3000|              26.045          2.135e-17              0.716
    3100|             307.761          4.566e-18              0.498
    3200|             373.652          1.885e-18              0.607
    3300|              82.179          9.008e-18              0.988
    3400|             536.651          2.551e-19              1.000
    3500|             621.408          1.448e-19              1.000
    3600|              79.815          0.000e+00               -nan
    3700|             234.882          0.000e+00               -nan
    3800|             432.615          0.000e+00               -nan
    3900|              76.877          1.730e-16              0.205
    4000|              56.287          1.556e-16              0.294
    4100|             402.595          2.117e-16              0.083
    4200|             619.672          1.807e-16              0.079
    4300|             368.797          2.045e-15              0.029
    4400|             457.351          1.986e-15              0.028
    4500|             223.333          5.063e-16              0.073
    4600|             156.670          4.875e-16              0.091
    4700|             103.943          1.564e-16              0.178
    4800|              78.915          1.433e-16              0.224
    4900|             289.440          1.565e-15              0.037
    5000|             345.222          1.933e-15              0.034
    5100|             188.047          1.041e-15              0.053
    5200|             291.584          1.281e-15              0.044
    5300|             110.320          2.305e-16              0.136
    5400|             192.224          2.498e-16              0.122
    5500|               9.991          1.926e-15              0.161
    5600|              61.420          1.544e-15              0.088
    5700|              56.331          2.932e-15              0.068
    5800|              82.063          1.529e-15              0.073
    6100|            1517.390          4.897e-17              0.105
    6200|               7.769          8.044e-16              0.340
    6300|               5.180          5.718e-16              0.468
    6400|               7.769          2.625e-15              0.187
    6500|               5.180          2.850e-15              0.213
    6600|               0.039          0.000e+00               -nan
    6601|               0.189          1.631e-15              1.000
    6700|               1.113          0.000e+00               -nan
    6701|               0.308          0.000e+00               -nan
    6702|               6.122          0.000e+00               -nan
    6800|               0.039          0.000e+00               -nan
    6801|               0.189          0.000e+00               -nan
    6900|               1.113          4.754e-17              1.000
    6901|               0.308          0.000e+00               -nan
    6902|               6.122          0.000e+00               -nan
    7000|              10.364          8.735e-15              0.078
    7100|              58.000          9.566e-15              0.039
    7200|               1.784          3.256e-15              0.165
    7201|               1.193          3.068e-15              0.169
    7202|               6.008          2.832e-15              0.124
    7203|             185.286          3.086e-15              0.036
    7300|             250.000          2.599e-15              0.035
    7400|              14.547          1.041e-15              0.108
    7401|               2.264          7.362e-16              0.158
    7402|               5.692          9.694e-16              0.131
    7403|             840.096          9.089e-16              0.030
    7500|              53.337          9.398e-16              0.088
    7501|             296.663          8.668e-16              0.051
    7600|               3.071          1.909e-15              0.276
    7601|               0.223          1.865e-15              0.464
    7602|             116.634          1.667e-15              0.061
    7700|              55.000          1.787e-15              0.090
    7800|               3.993          4.419e-15              0.130
    7801|               0.289          5.453e-15              0.203
    7802|              75.671          4.046e-15              0.049
    7900|              95.000          4.243e-15              0.045
    8000|               2.824          2.266e-15              0.228
    8001|               0.205          1.320e-15              0.324
    8002|              76.924          1.663e-15              0.074
    8100|              40.000          1.580e-15              0.105
    8200|               2.779          5.176e-16              0.336
    8201|               0.203          1.739e-16              0.444
    8202|             116.946          7.292e-16              0.090
    8300|              35.000          7.746e-16              0.143
    8400|               4.451          1.839e-16              0.489
    8401|               0.324          1.252e-16              0.563
    8402|              48.524          1.548e-16              0.229
    8500|              75.000          1.475e-16              0.250
    8600|              39.976          1.644e-16              0.326
    8700|             385.839          2.292e-15              0.029
    8800|             510.000          2.417e-15              0.026
    8900|             162.338          1.050e-15              0.064
    9000|              38.359          9.271e-16              0.141
    9100|               7.652          9.887e-16              0.301
    9200|             166.542          3.983e-15              0.035
    9300|              39.362          4.458e-15              0.067
    9400|               7.892          3.712e-15              0.157
    9500|            2360.000          1.136e-14              0.005
    9700|             545.877          7.679e-16              0.041
    9900|             652.861          2.783e-15              0.021
   10000|              15.949          2.967e-17              0.816
   10100|              15.949          2.483e-15              0.131
   10200|               5.510          2.759e-18              0.714
   10300|             130.204          4.519e-16              0.099
   10400|              11.019          5.703e-16              0.319
   10500|              11.019          0.000e+00               -nan
   10600|            1200.828          1.422e-16              0.065
   10700|           14844.730          5.725e-16              0.009
   10800|            2843.507          3.481e-16              0.028
   10900|           10887.729          7.155e-18              0.101
   11000|               1.919          2.179e-15              0.231
   11001|               0.103          2.208e-15              0.486
   11002|              49.783          2.187e-15              0.080
   11003|              22.870          1.752e-15              0.132
   11300|             173.631          4.642e-15              0.032
   11400|               0.622          0.000e+00               -nan
   11500|              17.618          1.419e-16              0.381
   11600|             975.622          1.078e-16              0.080
   11700|           11176.900          9.383e-16              0.008
   11800|            1549.842          4.543e-16              0.033
   11900|            4510.134          7.992e-18              0.130
   12000|              44.045          8.383e-17              0.390
   12100|              44.045          1.560e-16              0.298
   12200|             259.230          9.735e-17              0.145
   12201|               8.470          1.196e-16              0.392
   12300|            1271.006          6.426e-16              0.027
   12301|              38.418          5.392e-16              0.069
   12400|             575.709          2.938e-16              0.058
   12401|              18.843          2.638e-16              0.149
   12500|            1259.982          6.577e-18              0.270
   12501|              37.790          7.479e-18              0.522
   12600|              37.952          1.557e-15              0.115
   12700|             228.400          1.096e-15              0.056
   12800|              50.727          2.684e-16              0.223
   12801|               0.043          9.496e-17              1.000
   12900|              18.617          1.166e-19              1.000
   13000|              18.617          0.000e+00               -nan
   13100|              25.909          7.112e-16              0.190
   13200|              23.351          4.342e-16              0.277
   13300|              20.993          8.122e-17              0.396
   13301|              54.552          1.352e-16              0.313
   13400|               3.109          8.322e-17              1.000
   13500|               8.809          6.527e-16              0.347
   13600|               7.773          8.363e-16              0.314
   13700|              49.781          2.398e-16              0.239
   13701|               1.318          1.083e-16              0.688
   13800|             200.000          1.665e-16              0.142
   14000|               0.140          3.127e-16              0.557
=====================================================================

