
=====================================================================
 Run #0 / Number of event processed : 100000
=====================================================================
organ ID|      Organ Mass (g)   Dose (Gy/source)     Relative Error
   11700|           11176.900          9.405e-16              0.008
   11800|            1549.842          4.215e-16              0.034
   11900|            4510.134          8.286e-18              0.135
   12000|              44.045          1.251e-16              0.326
   12100|              44.045          1.991e-16              0.284
   12200|             259.230          8.220e-17              0.162
   12201|               8.470          5.547e-17              0.480
   12300|            1271.006          6.058e-16              0.028
   12301|              38.418          5.318e-16              0.070
   12400|             575.709          2.840e-16              0.060
   12401|              18.843          2.859e-16              0.178
   12500|            1259.982          9.878e-18              0.230
   12501|              37.790          6.374e-18              0.512
   12600|              37.952          1.237e-15              0.123
   12700|             228.400          1.035e-15              0.057
   12800|              50.727          9.193e-17              0.335
   12801|               0.043          1.494e-16              1.000
   12900|              18.617          1.236e-17              0.922
   13000|              18.617          5.318e-18              1.000
   13100|              25.909          9.404e-16              0.175
   13200|              23.351          5.968e-16              0.227
   13300|              20.993          2.230e-16              0.456
   13301|              54.552          1.017e-16              0.322
   13400|               3.109          2.093e-16              0.692
   13500|               8.809          2.715e-16              0.344
   13600|               7.773          1.137e-15              0.270
   13700|              49.781          1.266e-16              0.307
   13701|               1.318          2.458e-17              0.780
   13800|             200.000          1.544e-16              0.147
   14000|               0.140          3.025e-17              1.000
=====================================================================

