Phantom Group,Sex,Compound Organ,Acronym,Constituent Organ IDs,Reference Mass (g),Phantom Mass (g),% Error
ICRP145_RESIZED,Female,Stem cells of colon,Colon-stem,7601_7801_8001_8201_8401,1.1344543758218655,1.1344543758218655,0.0
ICRP145_RESIZED,Female,RLung + LLung,Lungs,9700_9900,845.9578457139596,845.9578457139596,0.0
ICRP145_RESIZED,Female,Stomach wall,St-wall,7200_7201_7202_7203,153.9769319589917,153.9769319589917,0.0
ICRP145_RESIZED,Female,Stem cells of stomach,St-stem,7201,0.9296354936216783,0.9296354936216783,0.0
ICRP145_RESIZED,Female,Breast-a + Breast-g,Breast,6200_6300_6400_6500,476.8714862982818,476.8714862982818,0.0
ICRP145_RESIZED,Female,ROvary + LOvary,Ovaries,11100_11200,11.255302700275433,11.255302700275433,0.0
ICRP145_RESIZED,Female,Testes,Testes,12900_13000,0.0,0.0,
ICRP145_RESIZED,Female,Urinary bladder wall,UB-wall,13700_13701,36.34437311593107,36.34437311593107,0.0
ICRP145_RESIZED,Female,Urinary bladder basal cells,UB-basal,13701,2.012106842758913,2.012106842758913,0.0
ICRP145_RESIZED,Female,Oesophagus wall,Oesophagus,11000_11001_11002,38.521281497043816,38.521281497043816,0.0
ICRP145_RESIZED,Female,Oesophagus basal cells,Oesophagus-bas,11001,0.08969558132206938,0.08969558132206938,0.0
ICRP145_RESIZED,Female,Liver,Liver,9500,1612.1569298984964,1612.1569298984964,0.0
ICRP145_RESIZED,Female,Thyroid,Thyroid,13200,17.328734464969504,17.328734464969504,0.0
ICRP145_RESIZED,Female,50-um endosteal region,Endost-BS,1400_1500_1700_2000_2100_2300_2500_2700_2900_3000_3200_3500_3600_3800_4000_4200_4400_4600_4800_5000_5200_5400_5600,3514.0907208442095,3514.0907208442095,0.0
ICRP145_RESIZED,Female,Brain,Brain,6100,1276.255611476403,1276.255611476403,0.0
ICRP145_RESIZED,Female,Salivary glands,S-glands,12000_12100,66.0234703117623,66.0234703117623,0.0
ICRP145_RESIZED,Female,Skin,Skin,12200_12201,2241.707054377586,2241.707054377586,0.0
ICRP145_RESIZED,Female,Basal cells of skin,Skin-bas,12201,82.17758190275877,82.17758190275877,0.0
ICRP145_RESIZED,Female,RAdrenal + LAdrenal,Adrenals,100_200,13.774666369145372,13.774666369145372,0.0
ICRP145_RESIZED,Female,ET region,ET,300_301_302_303_401_402_403_404_405,17.573824654762333,17.573824654762333,0.0
ICRP145_RESIZED,Female,Gallbladder wall,GB-wall,7000,7.304689191881326,7.304689191881326,0.0
ICRP145_RESIZED,Female,Heart wall,Ht-wall,8700,259.09406587698584,259.09406587698584,0.0
ICRP145_RESIZED,Female,RKidney + LKidney,Kidneys,8900_9000_9100_9200_9300_9400,317.8932589000766,317.8932589000766,0.0
ICRP145_RESIZED,Female,Systemic lymph nodes,LN-Sys,10200_10300_10400_10500,111.51267145240888,111.51267145240888,0.0
ICRP145_RESIZED,Female,Muscle,Muscle,10600,15824.543639820877,15824.543639820877,0.0
ICRP145_RESIZED,Female,Oral mucosa,O-mucosa,500_501_600,0.09258048618279907,0.09258048618279907,0.0
ICRP145_RESIZED,Female,Pancreas,Pancreas,11300,128.75133062298374,128.75133062298374,0.0
ICRP145_RESIZED,Female,Prostate,Prostate,11500,0.0,0.0,
ICRP145_RESIZED,Female,Small intestine wall,SI-wall,7400_7401_7402_7403,673.1431398073083,673.1431398073083,0.0
ICRP145_RESIZED,Female,Stem cells of small intestine,SI-stem,7401,1.7115965627327447,1.7115965627327447,0.0
ICRP145_RESIZED,Female,Spleen,Spleen,12700,166.9161382670743,166.9161382670743,0.0
ICRP145_RESIZED,Female,Thymus,Thymus,13100,18.2617220785338,18.2617220785338,0.0
ICRP145_RESIZED,Female,Uterus/cervix,Uterus,13900,73.03085942050788,73.03085942050788,0.0
ICRP145_RESIZED,Female,Tongue,Tongue,500_13300_13301,56.35691970188359,56.35691970188359,0.0
ICRP145_RESIZED,Female,Tonsils,Tonsils,13400,2.8321214487124466,2.8321214487124466,0.0
ICRP145_RESIZED,Female,Right colon wall (ascending + right transverse),RC-wall,7600_7601_7602_7800_7801_7802,161.52803497488043,161.52803497488043,0.0
ICRP145_RESIZED,Female,Left colon wall (left transverse + descending),LC-wall,8000_8001_8002_8200_8201_8202,161.5226770036315,161.5226770036315,0.0
ICRP145_RESIZED,Female,Rectosigmoid colon wall (sigmoid + rectum),RS-wall,8400_8401_8402_8600,77.98384910877874,77.98384910877874,0.0
ICRP145_RESIZED,Female,Stem cells of right colon (ascending + right transverse),RC-stem,7601_7801,0.5239121420211996,0.5239121420211996,0.0
ICRP145_RESIZED,Female,Stem cells of left colon (left transverse + descending),LC-stem,8001_8201,0.3380582850684867,0.3380582850684867,0.0
ICRP145_RESIZED,Female,Stem cells of rectosigmoid colon (sigmoid + rectum),RSig-stem,8401,0.2724839487321792,0.2724839487321792,0.0
ICRP145_RESIZED,Female,Basal cells of anterior nasal passages,ET1-bas,302,0.010078703608281862,0.010078703608281862,0.0
ICRP145_RESIZED,Female,Basal cells of posterior nasal passages + pharynx,ET2-bas,402,0.0665560994452484,0.0665560994452484,0.0
ICRP145_RESIZED,Female,Extrathoracic lymph nodes,LN-ET,10000,11.730053672539896,11.730053672539896,0.0
ICRP145_RESIZED,Female,Bronchi basal cells,Bronch-bas,804_805,0.02849936082242499,0.02849936082242499,0.0
ICRP145_RESIZED,Female,Bronchi secretory cells,Bronch-sec,803_804,0.05671607192458314,0.05671607192458314,0.0
ICRP145_RESIZED,Female,Bronchiolar secretory cells,Brchiol-sec,813,0.0,0.0,
ICRP145_RESIZED,Female,Alveolar-interstitium,AI,9700_9900,845.9578457139596,845.9578457139596,0.0
ICRP145_RESIZED,Female,Thoracic lymph nodes,LN-Th,10100,11.307762833683439,11.307762833683439,0.0
ICRP145_RESIZED,Female,Right lung lobe,RLung,9900,465.4036237031395,465.4036237031395,0.0
ICRP145_RESIZED,Female,Left lung lobe,LLung,9700,380.55422201082007,380.55422201082007,0.0
ICRP145_RESIZED,Female,Right adrenal gland,RAdrenal,200,7.703218256794416,7.703218256794416,0.0
ICRP145_RESIZED,Female,Left adrenal gland,LAdrenal,100,6.071448112350957,6.071448112350957,0.0
ICRP145_RESIZED,Female,Right breast adipose,RBreast-a,6400,147.17322653384187,147.17322653384187,0.0
ICRP145_RESIZED,Female,Right breast glandular,RBreast-g,6500,91.2885780331,91.2885780331,0.0
ICRP145_RESIZED,Female,Left breast adipose,LBreast-a,6200,147.12110663808974,147.12110663808974,0.0
ICRP145_RESIZED,Female,Left breast glandular,LBreast-g,6300,91.28857509325019,91.28857509325019,0.0
ICRP145_RESIZED,Female,RBreast-a + RBreast-g,RBreast,6400_6500,238.46180456694185,238.46180456694185,0.0
ICRP145_RESIZED,Female,LBreast-a + LBreast-g,LBreast,6200_6300,238.40968173133993,238.40968173133993,0.0
ICRP145_RESIZED,Female,RBreast-a + LBreast-a,Breast-a,6200_6400,294.2943331719316,294.2943331719316,0.0
ICRP145_RESIZED,Female,RBreast-g + LBreast-g,Breast-g,6300_6500,182.5771531263502,182.5771531263502,0.0
ICRP145_RESIZED,Female,Entire lens of eye,Lens-ent,6600_6601_6800_6801,0.4250016647954176,0.4250016647954176,0.0
ICRP145_RESIZED,Female,Sensitive lens of eye,Lens-sen,6600_6800,0.07244058439860024,0.07244058439860024,0.0
ICRP145_RESIZED,Female,Right kidney cortex,RKidney-C,9200,111.46747823643939,111.46747823643939,0.0
ICRP145_RESIZED,Female,Right kidney medulla,RKidney-M,9300,28.00323397048926,28.00323397048926,0.0
ICRP145_RESIZED,Female,Right kidney pelvis,RKidney-P,9400,5.604213010212043,5.604213010212043,0.0
ICRP145_RESIZED,Female,Right kidney C+M+P,RKidney,9200_9300_9400,145.0749252171407,145.0749252171407,0.0
ICRP145_RESIZED,Female,Left kidney cortex,LKidney-C,8900,132.7946008488992,132.7946008488992,0.0
ICRP145_RESIZED,Female,Left kidney medulla,LKidney-M,9000,33.34864965330282,33.34864965330282,0.0
ICRP145_RESIZED,Female,Left kidney pelvis,LKidney-P,9100,6.675083180733894,6.675083180733894,0.0
ICRP145_RESIZED,Female,Left kidney C+M+P,LKidney,8900_9000_9100,172.81833368293593,172.81833368293593,0.0
ICRP145_RESIZED,Female,Right ovary,ROvary,11200,5.627653310417494,5.627653310417494,0.0
ICRP145_RESIZED,Female,Left ovary,LOvary,11100,5.62764938985794,5.62764938985794,0.0
ICRP145_RESIZED,Female,Pituitary gland,P-gland,11400,0.5736272725586633,0.5736272725586633,0.0
ICRP145_RESIZED,Female,Spinal cord,Sp-cord,12600,17.139528814037053,17.139528814037053,0.0
ICRP145_RESIZED,Female,Ureters,Ureters,13500_13600,13.696295484507871,13.696295484507871,0.0
ICRP145_RESIZED,Female,Adipose/residual tissue,Adipose,11600,22170.762514499675,22170.762514499675,0.0
FILIPINO,Male,Red (active) marrow,R-marrow,1400_2500_2700_2900_4000_4200_4400_4600_4800_5000_5200_5400_5600,2896.3451151058944,2859.1120670614087,-1.2855183538141457
FILIPINO,Male,Colon wall,Colon,7600_7601_7602_7800_7801_7802_8000_8001_8002_8200_8201_8202_8400_8401_8402_8600,436.26301101385485,424.3884426636921,-2.7218829124584283
FILIPINO,Male,Stem cells of colon,Colon-stem,7601_7801_8001_8201_8401,1.1005800313425569,1.0709786615794417,-2.689615377357484
FILIPINO,Male,RLung + LLung,Lungs,9700_9900,1060.6968515359013,1027.427229742184,-3.1365815544321176
FILIPINO,Male,Stomach wall,St-wall,7200_7201_7202_7203,171.89931918877897,168.88471492054234,-1.7537034366762179
FILIPINO,Male,Stem cells of stomach,St-stem,7201,1.0554677357504934,1.0369533350971911,-1.754141791945683
FILIPINO,Male,Breast-a + Breast-g,Breast,6200_6300_6400_6500,22.942430878073644,22.089116784282446,-3.7193708823885814
FILIPINO,Male,ROvary + LOvary,Ovaries,11100_11200,0.0,0.0,
FILIPINO,Male,Testes,Testes,12900_13000,31.775315784325727,30.801938560203837,-3.063312511915435
FILIPINO,Male,Urinary bladder wall,UB-wall,13700_13701,45.21454868857473,43.91382318244302,-2.876785335381204
FILIPINO,Male,Urinary bladder basal cells,UB-basal,13701,1.8323037463906737,1.7795907267037234,-2.8768712496924143
FILIPINO,Male,Oesophagus wall,Oesophagus,11000_11001_11002,45.8503239154361,44.61722122390645,-2.6894088988420695
FILIPINO,Male,Oesophagus basal cells,Oesophagus-bas,11001,0.09120915065870157,0.08875562398853762,-2.690000567316847
FILIPINO,Male,Liver,Liver,9500,2088.232684650478,1714.8044647374893,-17.8825004827224
FILIPINO,Male,Thyroid,Thyroid,13200,20.661579089271694,13.516445353956518,-34.58174084586405
FILIPINO,Male,50-um endosteal region,Endost-BS,1400_1500_1700_2000_2100_2300_2500_2700_2900_3000_3200_3500_3600_3800_4000_4200_4400_4600_4800_5000_5200_5400_5600,4711.58202829455,4621.220834348408,-1.9178525048167236
FILIPINO,Male,Brain,Brain,6100,1449.5416681878035,1391.6147899765806,-3.9962202869022883
FILIPINO,Male,Salivary glands,S-glands,12000_12100,81.3769264876669,80.41508939028955,-1.1819530902572568
FILIPINO,Male,Skin,Skin,12200_12201,3176.4670101954403,3113.2423865288056,-1.9904070611690254
FILIPINO,Male,Basal cells of skin,Skin-bas,12201,93.69861922226112,91.83380330053728,-1.9902277506356087
FILIPINO,Male,RAdrenal + LAdrenal,Adrenals,100_200,15.365753900045197,14.679117280437527,-4.4686165356693
FILIPINO,Male,ET region,ET,300_301_302_303_401_402_403_404_405,37.963907543051505,38.58706235245503,1.6414401196632844
FILIPINO,Male,Gallbladder wall,GB-wall,7000,9.170194617739174,7.5230347071523855,-17.962104178252222
FILIPINO,Male,Heart wall,Ht-wall,8700,341.40731112772846,274.13833721282447,-19.70343683991498
FILIPINO,Male,RKidney + LKidney,Kidneys,8900_9000_9100_9200_9300_9400,373.5335986508672,350.4991562909965,-6.166631982522255
FILIPINO,Male,Systemic lymph nodes,LN-Sys,10200_10300_10400_10500,139.32095807552173,135.05200671810803,-3.0641128344090394
FILIPINO,Male,Muscle,Muscle,10600,26267.36323333447,25243.229679941676,-3.8988822147672617
FILIPINO,Male,Oral mucosa,O-mucosa,500_501_600,0.12250422558229317,0.11776211058337147,-3.870980757097353
FILIPINO,Male,Pancreas,Pancreas,11300,153.6366754934898,115.54004356001296,-24.796574002339142
FILIPINO,Male,Prostate,Prostate,11500,15.589316664667244,19.110672228884365,22.588261178876277
FILIPINO,Male,Small intestine wall,SI-wall,7400_7401_7402_7403,763.2666712941111,742.7096885402216,-2.69328971472518
FILIPINO,Male,Stem cells of small intestine,SI-stem,7401,2.0036706624923166,1.9497948676766843,-2.688854801547952
FILIPINO,Male,Spleen,Spleen,12700,202.09844362466902,194.00079158830843,-4.006785946060671
FILIPINO,Male,Thymus,Thymus,13100,22.925457109594,22.22297070977168,-3.0642198167047163
FILIPINO,Male,Uterus/cervix,Uterus,13900,0.0,0.0,
FILIPINO,Male,Tongue,Tongue,500_13300_13301,69.83176720910029,67.11231122770631,-3.8942963783960853
FILIPINO,Male,Tonsils,Tonsils,13400,2.900397931324652,2.9480052201522913,1.6414054193555576
FILIPINO,Male,Right colon wall (ascending + right transverse),RC-wall,7600_7601_7602_7800_7801_7802,176.86413096017506,172.10755199697888,-2.6893971871929345
FILIPINO,Male,Left colon wall (left transverse + descending),LC-wall,8000_8001_8002_8200_8201_8202,176.86415374530185,172.1075840069229,-2.689391624957974
FILIPINO,Male,Rectosigmoid colon wall (sigmoid + rectum),RS-wall,8400_8401_8402_8600,82.53472630837805,80.17330665979026,-2.8611225289155553
FILIPINO,Male,Stem cells of right colon (ascending + right transverse),RC-stem,7601_7801,0.453006606283195,0.44082442521438137,-2.689183976535212
FILIPINO,Male,Stem cells of left colon (left transverse + descending),LC-stem,8001_8201,0.36127799667279303,0.3515585371833573,-2.6902993204533856
FILIPINO,Male,Stem cells of rectosigmoid colon (sigmoid + rectum),RSig-stem,8401,0.28629542838656874,0.2785956991817028,-2.6894349128304738
FILIPINO,Male,Basal cells of anterior nasal passages,ET1-bas,302,0.026311444646383204,0.02674445354528913,1.645705527482123
FILIPINO,Male,Basal cells of posterior nasal passages + pharynx,ET2-bas,402,0.0902278602647502,0.09171705682984466,1.6504841860649198
FILIPINO,Male,Extrathoracic lymph nodes,LN-ET,10000,14.81599759293954,14.362016208112978,-3.0641297150514117
FILIPINO,Male,Bronchi basal cells,Bronch-bas,804_805,0.06948528104251393,0.07062629711691945,1.6420975166055642
FILIPINO,Male,Bronchi secretory cells,Bronch-sec,803_804,0.13853603928044378,0.1408095936902708,1.641128490200715
FILIPINO,Male,Bronchiolar secretory cells,Brchiol-sec,813,0.0,0.0,
FILIPINO,Male,Alveolar-interstitium,AI,9700_9900,1060.6968515359013,1027.427229742184,-3.1365815544321176
FILIPINO,Male,Thoracic lymph nodes,LN-Th,10100,14.112556659780322,13.680132656353313,-3.0641081828878214
FILIPINO,Male,Right lung lobe,RLung,9900,577.6807739263216,559.9017914195127,-3.0776482980332793
FILIPINO,Male,Left lung lobe,LLung,9700,483.01607760957955,467.5254383226713,-3.2070649415171877
FILIPINO,Male,Right adrenal gland,RAdrenal,200,7.682878120561571,7.339559914050722,-4.468614510388131
FILIPINO,Male,Left adrenal gland,LAdrenal,100,7.682875779483626,7.339557366386806,-4.468618560951074
FILIPINO,Male,Right breast adipose,RBreast-a,6400,6.8876813723224775,6.732193969063989,-2.257470908618113
FILIPINO,Male,Right breast glandular,RBreast-g,6500,4.5836158899336334,4.3124424283883425,-5.916147165403455
FILIPINO,Male,Left breast adipose,LBreast-a,6200,6.887520596157155,6.732042454204267,-2.2573891399996113
FILIPINO,Male,Left breast glandular,LBreast-g,6300,4.58361301966038,4.31243793262585,-5.916186333169589
FILIPINO,Male,RBreast-a + RBreast-g,RBreast,6400_6500,11.471297262256112,11.044636397452331,-3.7193776348871923
FILIPINO,Male,LBreast-a + LBreast-g,LBreast,6200_6300,11.471133615817536,11.044480386830116,-3.719364129793654
FILIPINO,Male,RBreast-a + LBreast-a,Breast-a,6200_6400,13.775201968479632,13.464236423268256,-2.257430024786034
FILIPINO,Male,RBreast-g + LBreast-g,Breast-g,6300_6500,9.167228909594012,8.624880361014192,-5.916166749280391
FILIPINO,Male,Entire lens of eye,Lens-ent,6600_6601_6800_6801,0.43190108842848085,0.42500380073613037,-1.5969600163424031
FILIPINO,Male,Sensitive lens of eye,Lens-sen,6600_6800,0.07361677337481601,0.07244115642089013,-1.596941702321399
FILIPINO,Male,Right kidney cortex,RKidney-C,9200,147.36370239894558,132.58426491034197,-10.02922514025364
FILIPINO,Male,Right kidney medulla,RKidney-M,9300,34.82936822852215,31.336256883614453,-10.02921247950501
FILIPINO,Male,Right kidney pelvis,RKidney-P,9400,6.9836222854053345,6.283219472932138,-10.029219563276321
FILIPINO,Male,Right kidney C+M+P,RKidney,9200_9300_9400,189.17669291287308,170.20374126688856,-10.029222603401083
FILIPINO,Male,Left kidney cortex,LKidney-C,8900,143.6442636351903,140.47969457574854,-2.2030598224783526
FILIPINO,Male,Left kidney medulla,LKidney-M,9000,33.94199459608314,33.19423558226249,-2.2030497108939446
FILIPINO,Male,Left kidney pelvis,LKidney-P,9100,6.770647506720763,6.621484866096854,-2.203077925351237
FILIPINO,Male,Left kidney C+M+P,LKidney,8900_9000_9100,184.3569057379942,180.2954150241079,-2.203058625673848
FILIPINO,Male,Right ovary,ROvary,11200,0.0,0.0,
FILIPINO,Male,Left ovary,LOvary,11100,0.0,0.0,
FILIPINO,Male,Pituitary gland,P-gland,11400,0.587518741194832,0.5971625833320849,1.6414526824523565
FILIPINO,Male,Spinal cord,Sp-cord,12600,33.88678693897573,32.848423958086556,-3.064211967806474
FILIPINO,Male,Ureters,Ureters,13500_13600,14.672290289421289,14.913121319711475,1.6414003917563258
FILIPINO,Male,Adipose/residual tissue,Adipose,11600,15614.359488339216,16326.10872032889,4.558299253460938
FILIPINO,Female,Red (active) marrow,R-marrow,1400_2500_2700_2900_4000_4200_4400_4600_4800_5000_5200_5400_5600,2204.9766058317623,2259.8379226224533,2.488067975215375
FILIPINO,Female,Colon wall,Colon,7600_7601_7602_7800_7801_7802_8000_8001_8002_8200_8201_8202_8400_8401_8402_8600,401.0345610872907,407.5362219689782,1.6212220872086798
FILIPINO,Female,Stem cells of colon,Colon-stem,7601_7801_8001_8201_8401,1.1344543758218655,1.1530590951982487,1.6399707007084212
FILIPINO,Female,RLung + LLung,Lungs,9700_9900,845.9578457139596,833.5313434164643,-1.4689268928060766
FILIPINO,Female,Stomach wall,St-wall,7200_7201_7202_7203,153.9769319589917,156.33129857508015,1.529038529430807
FILIPINO,Female,Stem cells of stomach,St-stem,7201,0.9296354936216783,0.9541424047073794,2.6361849621540365
FILIPINO,Female,Breast-a + Breast-g,Breast,6200_6300_6400_6500,476.8714862982818,489.12437442146023,2.569431906757846
FILIPINO,Female,ROvary + LOvary,Ovaries,11100_11200,11.255302700275433,11.27659241028099,0.18915270937170625
FILIPINO,Female,Testes,Testes,12900_13000,0.0,0.0,
FILIPINO,Female,Urinary bladder wall,UB-wall,13700_13701,36.34437311593107,37.55587151685742,3.333386428380321
FILIPINO,Female,Urinary bladder basal cells,UB-basal,13701,2.012106842758913,2.0791756490302977,3.333262670058954
FILIPINO,Female,Oesophagus wall,Oesophagus,11000_11001_11002,38.521281497043816,39.156970824626235,1.6502289199054891
FILIPINO,Female,Oesophagus basal cells,Oesophagus-bas,11001,0.08969558132206938,0.09116519793572886,1.6384492881344221
FILIPINO,Female,Liver,Liver,9500,1612.1569298984964,1520.675208207552,-5.67449235210025
FILIPINO,Female,Thyroid,Thyroid,13200,17.328734464969504,10.31559865205495,-40.47113669547995
FILIPINO,Female,50-um endosteal region,Endost-BS,1400_1500_1700_2000_2100_2300_2500_2700_2900_3000_3200_3500_3600_3800_4000_4200_4400_4600_4800_5000_5200_5400_5600,3514.0907208442095,3572.8579888707905,1.6723321250073748
FILIPINO,Female,Brain,Brain,6100,1276.255611476403,1273.9255386320347,-0.18257101660636588
FILIPINO,Female,Salivary glands,S-glands,12000_12100,66.0234703117623,70.07766716555967,6.140538863912324
FILIPINO,Female,Skin,Skin,12200_12201,2241.707054377586,2297.193323052279,2.475179286532564
FILIPINO,Female,Basal cells of skin,Skin-bas,12201,82.17758190275877,84.21138654649137,2.4748898624678537
FILIPINO,Female,RAdrenal + LAdrenal,Adrenals,100_200,13.774666369145372,10.152853444174474,-26.2932896370078
FILIPINO,Female,ET region,ET,300_301_302_303_401_402_403_404_405,17.573824654762333,18.652491566949546,6.137917803196613
FILIPINO,Female,Gallbladder wall,GB-wall,7000,7.304689191881326,6.74984845781629,-7.595678878188333
FILIPINO,Female,Heart wall,Ht-wall,8700,259.09406587698584,218.36101865551518,-15.721335447647853
FILIPINO,Female,RKidney + LKidney,Kidneys,8900_9000_9100_9200_9300_9400,317.8932589000766,291.5487351591537,-8.287223149077152
FILIPINO,Female,Systemic lymph nodes,LN-Sys,10200_10300_10400_10500,111.51267145240888,114.89602196488684,3.0340502728623977
FILIPINO,Female,Muscle,Muscle,10600,15824.543639820877,15869.575306390981,0.2845685006472295
FILIPINO,Female,Oral mucosa,O-mucosa,500_501_600,0.09258048618279907,0.09287761467821279,0.3209407377998004
FILIPINO,Female,Pancreas,Pancreas,11300,128.75133062298374,100.27894158831756,-22.11424837079198
FILIPINO,Female,Prostate,Prostate,11500,0.0,0.0,
FILIPINO,Female,Small intestine wall,SI-wall,7400_7401_7402_7403,673.1431398073083,684.196221828198,1.6420106463617308
FILIPINO,Female,Stem cells of small intestine,SI-stem,7401,1.7115965627327447,1.7396635379681362,1.639812549668807
FILIPINO,Female,Spleen,Spleen,12700,166.9161382670743,151.20879530729437,-9.410320130128694
FILIPINO,Female,Thymus,Thymus,13100,18.2617220785338,19.382607877709,6.137897589038285
FILIPINO,Female,Uterus/cervix,Uterus,13900,73.03085942050788,51.43397802708195,-29.57226789441463
FILIPINO,Female,Tongue,Tongue,500_13300_13301,56.35691970188359,56.517373644041285,0.28471027693930495
FILIPINO,Female,Tonsils,Tonsils,13400,2.8321214487124466,3.005954741799077,6.137918031928298
FILIPINO,Female,Right colon wall (ascending + right transverse),RC-wall,7600_7601_7602_7800_7801_7802,161.52803497488043,164.17671346906067,1.639763954654774
FILIPINO,Female,Left colon wall (left transverse + descending),LC-wall,8000_8001_8002_8200_8201_8202,161.5226770036315,164.17127338695718,1.639767512809454
FILIPINO,Female,Rectosigmoid colon wall (sigmoid + rectum),RS-wall,8400_8401_8402_8600,77.98384910877874,79.1882351129603,1.5444044093047704
FILIPINO,Female,Stem cells of right colon (ascending + right transverse),RC-stem,7601_7801,0.5239121420211996,0.5325026744165602,1.6396895025603269
FILIPINO,Female,Stem cells of left colon (left transverse + descending),LC-stem,8001_8201,0.3380582850684867,0.3436044577006617,1.640596570810699
FILIPINO,Female,Stem cells of rectosigmoid colon (sigmoid + rectum),RSig-stem,8401,0.2724839487321792,0.2769519630810269,1.6397348796641391
FILIPINO,Female,Basal cells of anterior nasal passages,ET1-bas,302,0.010078703608281862,0.010697262329727782,6.137284570385013
FILIPINO,Female,Basal cells of posterior nasal passages + pharynx,ET2-bas,402,0.0665560994452484,0.07063967180354462,6.135534372256179
FILIPINO,Female,Extrathoracic lymph nodes,LN-ET,10000,11.730053672539896,12.085946043982402,3.0340216795056234
FILIPINO,Female,Bronchi basal cells,Bronch-bas,804_805,0.02849936082242499,0.030251685776044826,6.148646506629728
FILIPINO,Female,Bronchi secretory cells,Bronch-sec,803_804,0.05671607192458314,0.06019824092936272,6.1396512251587385
FILIPINO,Female,Bronchiolar secretory cells,Brchiol-sec,813,0.0,0.0,
FILIPINO,Female,Alveolar-interstitium,AI,9700_9900,845.9578457139596,833.5313434164643,-1.4689268928060766
FILIPINO,Female,Thoracic lymph nodes,LN-Th,10100,11.307762833683439,11.650846617681132,3.0340553568714697
FILIPINO,Female,Right lung lobe,RLung,9900,465.4036237031395,452.94317126896544,-2.677343234895399
FILIPINO,Female,Left lung lobe,LLung,9700,380.55422201082007,380.5881721474989,0.008921235060649523
FILIPINO,Female,Right adrenal gland,RAdrenal,200,7.703218256794416,4.097004458301134,-46.81437911112694
FILIPINO,Female,Left adrenal gland,LAdrenal,100,6.071448112350957,6.0558489858733395,-0.25692596212565527
FILIPINO,Female,Right breast adipose,RBreast-a,6400,147.17322653384187,153.2097315772018,4.101632603652859
FILIPINO,Female,Right breast glandular,RBreast-g,6500,91.2885780331,91.37957860708529,0.09968451250527983
FILIPINO,Female,Left breast adipose,LBreast-a,6200,147.12110663808974,153.15548664647378,4.101641257517382
FILIPINO,Female,Left breast glandular,LBreast-g,6300,91.28857509325019,91.37957759069934,0.099686622730386
FILIPINO,Female,RBreast-a + RBreast-g,RBreast,6400_6500,238.46180456694185,244.58931018428711,2.569596262375482
FILIPINO,Female,LBreast-a + LBreast-g,LBreast,6200_6300,238.40968173133993,244.53506423717312,2.5692675152076174
FILIPINO,Female,RBreast-a + LBreast-a,Breast-a,6200_6400,294.2943331719316,306.3652182236756,4.101636929818815
FILIPINO,Female,RBreast-g + LBreast-g,Breast-g,6300_6500,182.5771531263502,182.75915619778465,0.09968556761781593
FILIPINO,Female,Entire lens of eye,Lens-ent,6600_6601_6800_6801,0.4250016647954176,0.4511637161092015,6.155752666610715
FILIPINO,Female,Sensitive lens of eye,Lens-sen,6600_6800,0.07244058439860024,0.0768998109956942,6.155702130393268
FILIPINO,Female,Right kidney cortex,RKidney-C,9200,111.46747823643939,111.82956197293886,0.32483352295046714
FILIPINO,Female,Right kidney medulla,RKidney-M,9300,28.00323397048926,21.714308396409145,-22.457854620318475
FILIPINO,Female,Right kidney pelvis,RKidney-P,9400,5.604213010212043,4.345626974674415,-22.45785506803939
FILIPINO,Female,Right kidney C+M+P,RKidney,9200_9300_9400,145.0749252171407,137.88949734402243,-4.952908204063171
FILIPINO,Female,Left kidney cortex,LKidney-C,8900,132.7946008488992,125.64313539796738,-5.385358595316032
FILIPINO,Female,Left kidney medulla,LKidney-M,9000,33.34864965330282,23.34362812513591,-30.001279308699154
FILIPINO,Female,Left kidney pelvis,LKidney-P,9100,6.675083180733894,4.672474292028006,-30.001257429809456
FILIPINO,Female,Left kidney C+M+P,LKidney,8900_9000_9100,172.81833368293593,153.6592378151313,-11.086263511228616
FILIPINO,Female,Right ovary,ROvary,11200,5.627653310417494,5.638298869418686,0.1891651531107286
FILIPINO,Female,Left ovary,LOvary,11100,5.62764938985794,5.638293540862303,0.18914026562398323
FILIPINO,Female,Pituitary gland,P-gland,11400,0.5736272725586633,0.6067660241616125,5.7770530078065985
FILIPINO,Female,Spinal cord,Sp-cord,12600,17.139528814037053,18.191534588084412,6.1378920357821025
FILIPINO,Female,Ureters,Ureters,13500_13600,13.696295484507871,14.536958015983316,6.137882556829573
FILIPINO,Female,Adipose/residual tissue,Adipose,11600,22170.762514499675,22844.22969252125,3.03763651602478
