Phantom Group,Sex,Quantity,Organ ID,Organ/tissue,Reference (cm or g),Value (cm or g),% Error
ICRP145,Male,Organ,11900,"RST, legs",0.0,4510.133508867629,
ICRP145,Male,Organ,12000,"Salivary glands, left",40.6795975451566,44.0453586880419,8.273830976693228
ICRP145,Male,Organ,12100,"Salivary glands, right",40.69732894251032,44.045362366926035,8.226666249141811
ICRP145,Male,Organ,12200,"Skin, head, insensitive",3082.768390973179,259.2303086461898,-91.59098979328917
ICRP145,Male,Organ,12201,"Skin, head, sensitive, 50~100 um",93.69861922226112,8.47000153082754,-90.96037743017752
ICRP145,Male,Organ,12300,"Skin, trunk, insensitive",0.0,1271.006475196992,
ICRP145,Male,Organ,12301,"Skin, trunk, sensitive, 50~100 um",0.0,38.41782704156981,
ICRP145,Male,Organ,12400,"Skin, arms, insensitive",0.0,575.7089401467681,
ICRP145,Male,Organ,12401,"Skin, arms, sensitive, 50~100 um",0.0,18.843020518248828,
ICRP145,Male,Organ,12500,"Skin, legs, insensitive",0.0,1259.9820159550839,
ICRP145,Male,Organ,12501,"Skin, legs, sensitive, 50~100 um",0.0,37.78988120926353,
ICRP145,Male,Organ,12600,Spinal cord,33.88678693897573,37.951723316166984,11.995638254259697
ICRP145,Male,Organ,12700,Spleen,202.09844362466902,228.39999506950068,13.014227607649511
ICRP145,Male,Organ,12800,Teeth,46.98507959500074,50.72662087588219,7.96325410775627
ICRP145,Male,Organ,12801,"Teeth, retention region",0.039954869530306754,0.04313799171157471,7.966794082141799
ICRP145,Male,Organ,12900,"Testis, left",15.886632618024978,18.616753217331382,17.185017523529872
ICRP145,Male,Organ,13000,"Testis, right",15.88868316630075,18.616749836770907,17.169872681810887
ICRP145,Male,Organ,13100,Thymus,22.925457109594,25.909028548785557,13.014228789108733
ICRP145,Male,Organ,13200,Thyroid,20.661579089271694,23.350524289116485,13.014228913611921
ICRP145,Male,Organ,13300,"Tongue, upper (food)",19.470364063699463,20.993037544073157,7.820467431384941
ICRP145,Male,Organ,13301,"Tongue, lower",50.28212048099303,54.55215826284434,8.492159322249366
ICRP145,Male,Organ,13400,Tonsils,2.900397931324652,3.1090947489144223,7.19545464213097
ICRP145,Male,Organ,13500,"Ureter, left",7.7946537683302655,8.809067046598571,13.014218571065644
ICRP145,Male,Organ,13600,"Ureter, right",6.8776365210910235,7.7727085951457076,13.014239285688445
ICRP145,Male,Organ,13700,"Urinary bladder wall, insensitive",43.38224494218406,49.78112323614282,14.749993465037614
ICRP145,Male,Organ,13701,"Urinary bladder wall, sensitive, 118/116~193/185 um",1.8323037463906737,1.317737831556219,-28.08300293267762
ICRP145,Male,Organ,13800,Urinary bladder contents,176.9688705458481,200.00000298604812,13.014228078171097
ICRP145,Male,Organ,14000,Air inside body,0.12961389207378246,0.14016508041363973,8.140476434309237
ICRP145,Female,Height,,,150.0,163.01744,8.678293333333329
ICRP145,Female,Total Body Mass,,,55830.456323601065,60001.84214232206,7.471523776454666
ICRP145,Female,Organ,100,"Adrenal, left",6.071448112350957,6.816533157629252,12.271949483725162
ICRP145,Female,Organ,200,"Adrenal, right",7.703218256794416,8.648553977873142,12.271958155215435
ICRP145,Female,Organ,300,"ET1, 0~8 um",0.007924529708712479,0.008564642407083769,8.077611188302184
ICRP145,Female,Organ,301,"ET1, 8~40 um",0.03196698688356106,0.034550880670621016,8.0830069986631
ICRP145,Female,Organ,302,"ET1, 40~50 um",0.010078703608281862,0.010893182985760566,8.081191878779244
ICRP145,Female,Organ,303,"ET1, 50 um~surface",4.045658953906863,4.374578837248131,8.130193056031876
ICRP145,Female,Organ,400,"ET2, -15~0 um",0.09587556171632611,0.10415812360499567,8.638866610425472
ICRP145,Female,Organ,401,"ET2, 0~40 um",0.26496143267256445,0.28785739216517947,8.641242335411707
ICRP145,Female,Organ,402,"ET2, 40~50 um",0.0665560994452484,0.07230681899474375,8.640409515323409
ICRP145,Female,Organ,403,"ET2, 50~55 um",0.03335057554905102,0.03623167406135289,8.638826961365151
ICRP145,Female,Organ,404,"ET2, 55~65 um",0.0667129771027223,0.07248044633739224,8.645198408383727
ICRP145,Female,Organ,405,"ET2, 65 um~surface",13.046614395885328,14.180331022892835,8.689738138999962
ICRP145,Female,Organ,500,"Oral mucosa, tongue",0.06047540426954316,0.06614430714606362,9.373898273178556
ICRP145,Female,Organ,501,"Oral mucosa, mouth floor",0.014827393268182634,0.016117579508077184,8.7013692599838
ICRP145,Female,Organ,600,"Oral mucosa, lips, and cheeks",0.01727768864507327,0.018824758521797092,8.95414837310991
ICRP145,Female,Organ,700,Trachea,7.310630166206021,8.201122819042673,12.180791978139267
ICRP145,Female,Organ,800,"BB1, -11~-6 um",0.009115993927556278,0.010233956708274887,12.263750827424055
ICRP145,Female,Organ,801,"BB1, -6~0 um",0.01125210033731858,0.012634000739052825,12.28126625525237
ICRP145,Female,Organ,802,"BB1, 0~10 um",0.01879631350912945,0.02110304104380938,12.272233773710695
ICRP145,Female,Organ,803,"BB1, 10~35 um",0.04723245132635067,0.053028159310937295,12.270605953820647
ICRP145,Female,Organ,804,"BB1, 35~40 um",0.009483620598232472,0.0106508083382203,12.307406521570094
ICRP145,Female,Organ,805,"BB1, 40~50 um",0.01901574022419252,0.02134790498527826,12.26439114959446
ICRP145,Female,Organ,806,"BB1, 50~60 um",0.019069118517038002,0.02141007120092797,12.276145233448307
ICRP145,Female,Organ,807,"BB1, 60~70 um",0.019123297723818527,0.021469763419409302,12.270193820536484
ICRP145,Female,Organ,808,"BB1, 70 um~surface",1.0501364795827444,1.1790086139062959,12.271941488477465
ICRP145,Female,Organ,900,"Blood in large arteries, head",217.5471266518745,1.905949095522094,-99.12389139546207
ICRP145,Female,Organ,910,"Blood in large veins, head",652.5937774776165,3.007187080501874,-99.53919464385254
ICRP145,Female,Organ,1000,"Blood in large arteries, trunk",0.0,117.87207283380279,
ICRP145,Female,Organ,1010,"Blood in large veins, trunk",0.0,239.85123902374016,
