
=====================================================================
 Run #0 / Number of event processed : 10000
=====================================================================
organ ID|      Organ Mass (g)   Dose (Gy/source)     Relative Error
   11700|           11176.900          4.010e-17              0.239
   11800|            1549.842          2.914e-18              0.746
   11900|            4510.134          0.000e+00               -nan
   12000|              44.045          3.249e-15              0.510
   12100|              44.045          4.164e-15              0.431
   12200|             259.230          4.847e-14              0.030
   12201|               8.470          4.143e-14              0.050
   12300|            1271.006          6.691e-17              0.338
   12301|              38.418          1.526e-16              0.773
   12400|             575.709          2.050e-17              1.000
   12401|              18.843          0.000e+00               -nan
   12500|            1259.982          0.000e+00               -nan
   12501|              37.790          0.000e+00               -nan
   12600|              37.952          1.114e-14              0.294
   12700|             228.400          4.261e-18              1.000
   12800|              50.727          8.437e-16              0.463
   12801|               0.043          0.000e+00               -nan
   12900|              18.617          0.000e+00               -nan
   13000|              18.617          0.000e+00               -nan
   13100|              25.909          7.609e-18              1.000
   13200|              23.351          2.746e-17              0.678
   13300|              20.993          8.834e-15              0.395
   13301|              54.552          1.625e-15              0.595
   13400|               3.109          5.313e-14              0.418
   13500|               8.809          0.000e+00               -nan
   13600|               7.773          0.000e+00               -nan
   13700|              49.781          0.000e+00               -nan
   13701|               1.318          0.000e+00               -nan
   13800|             200.000          0.000e+00               -nan
   14000|               0.140          6.100e-14              0.132
=====================================================================

