Phantom,Source Organ ID,Source Organ Name,Source Type,Source Energy (MeV),Target Organ ID,Target Organ Name,Target Organ Mass (g),Dose (Gy/source),SAF (kg^-1),Relative Error,Statistical Uncertainty (%)
Adult Female,9500,Liver,photon,10.0,6300,Breast_left_glandular tissue,102.491460122403,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6400,Breast_right_adipose tissue,153.6633035399504,1.5146994240000002e-14,0.00945401019997708,0.5678419749,56.78419749
Adult Female,9500,Liver,photon,10.0,6500,Breast_right_glandular tissue,102.49146139058709,9.390160139e-15,0.005860876971821189,0.8787161502,87.87161502000001
Adult Female,9500,Liver,photon,10.0,6600,Eye lens_sensitive_left,0.03888949783,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6601,Eye lens_insensitive_left,0.189270567128,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6700,Cornea_left,1.1001280159692,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6701,Aqueous_left,0.304270912569,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6702,Vitreous_left,6.050738358136299,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6800, Eye lens_sensitive_right,0.038889315828,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6801,Eye lens_insensitive_right,0.18927066199800002,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6900,Cornea_right,1.1001238046050998,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6901,Aqueous_right,0.3042708209034,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,6902,Vitreous_right,6.050740749831199,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,7000,Gallbladder wall,8.2011184280042,1.67349634e-14,0.010445142592187526,0.5944792439,59.44792439
Adult Female,9500,Liver,photon,10.0,7100,Gallbladder contents,47.999998457912,1.7183614240000002e-14,0.010725168421099987,0.7089113817,70.89113817
Adult Female,9500,Liver,photon,10.0,7200,Stomach wall_0~60 um,1.5609641746468002,1.55350861e-14,0.00969623808656853,0.4004738763,40.047387629999996
Adult Female,9500,Liver,photon,10.0,7201,Stomach wall_60~100 um,1.0437299846036,1.3708549090000002e-14,0.008556203354293117,0.3810261813,38.102618129999996
Adult Female,9500,Liver,photon,10.0,7202,Stomach wall_100~300 um,5.2561811079680005,1.892886648e-14,0.011814469190418352,0.4047387716,40.47387716
Adult Female,9500,Liver,photon,10.0,7203,Stomach wall_300 um~surface,165.01201243314762,2.8687020580000005e-14,0.017905029926932384,0.3172087308,31.72087308
Adult Female,9500,Liver,photon,10.0,7300,Stomach contents,230.000000552088,2.163617322e-14,0.013504237148924335,0.4130061728,41.300617280000004
Adult Female,9500,Liver,photon,10.0,7400,Small intestine wall_0~130 um,12.3412277256856,5.051603761e-15,0.003152963071486358,0.6724964218,67.24964218
Adult Female,9500,Liver,photon,10.0,7401,Small intestine wall_130~150 um,1.9216446128264,4.1176740020000004e-15,0.0025700499649155767,0.5834425143,58.34425143000001
Adult Female,9500,Liver,photon,10.0,7402,Small intestine wall_150~200 um,4.8310231577832,3.927942233e-15,0.00245162870912287,0.6356822919,63.568229190000004
Adult Female,9500,Liver,photon,10.0,7403,Small intestine wall_200 um~surface,736.6617235836935,3.1783340840000002e-15,0.0019837601026955172,0.3735765045,37.35765045
Adult Female,9500,Liver,photon,10.0,7500,Small intestine contents_-500~0 um,45.226691185832,8.567266149e-15,0.005347266941230735,0.6854026267,68.54026266999999
Adult Female,9500,Liver,photon,10.0,7501,Small intestine contents_centre~500 um,234.77330806540002,9.891849669e-15,0.006174006947226904,0.5810343646,58.103436460000005
Adult Female,9500,Liver,photon,10.0,7600,Ascending colon wall_0~280 um,4.450855098998001,2.2613420500000002e-15,0.0014114186925535583,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7601,Ascending colon wall_280~300 um,0.32189071576760003,1.0757253570000001e-15,0.0006714149577343462,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7602,Ascending colon wall_300 um~surface,107.7839895914012,8.11980909e-15,0.005067986211812715,0.628961907,62.8961907
Adult Female,9500,Liver,photon,10.0,7700,Ascending colon contents,100.00700351210399,1.820610188e-14,0.011363355009458424,0.8531110962,85.31110962
Adult Female,9500,Liver,photon,10.0,7800,Transverse colon wall_right_0~280 um,3.6801646076328,6.796526499e-15,0.004242058181832418,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7801,Transverse colon wall_right_280~300 um,0.2663179478232,6.0256889300000005e-15,0.0037609392136475107,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,7802,Transverse colon wall_right_300 um~surface,64.84744016415,4.758109872e-15,0.0029697785943371188,0.7647612226,76.47612226
Adult Female,9500,Liver,photon,10.0,7900,Transverse colon contents_right,59.994993131216,1.2437793070000002e-14,0.007763059831267504,0.7000792056,70.00792056
Adult Female,9500,Liver,photon,10.0,8000,Transverse colon wall_left_0~280 um,2.1959658223692,2.1688365610000003e-14,0.013536813076504619,0.7556914538,75.56914538000001
Adult Female,9500,Liver,photon,10.0,8001,Transverse colon wall_left_280~300 um,0.1599963309644,1.6027517670000003e-14,0.010003589697839146,0.7367434297,73.67434297
Adult Female,9500,Liver,photon,10.0,8002,Transverse colon wall_left_300 um~surface,66.42798484032481,5.030434276e-15,0.0031397501182134414,0.7143023419,71.43023419
Adult Female,9500,Liver,photon,10.0,8100,Transverse colon contents_left,30.005001295672,8.578423985e-15,0.00535423111469527,0.9176593578,91.76593577999999
Adult Female,9500,Liver,photon,10.0,8200,Descending colon wall_0~280 um,3.0207753271107998,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8201,Descending colon wall_280~300 um,0.2195368712684,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8202,Descending colon wall_300 um~surface,109.32041137608641,6.709510476e-15,0.004187747052114616,0.9937661645,99.37661645
Adult Female,9500,Liver,photon,10.0,8300,Descending colon contents,50.002994629432,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8400,Sigmoid colon wall_0~280 um,4.2220465582652,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8401,Sigmoid colon wall_280~300 um,0.3059269267068,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8402,Sigmoid colon wall_300 um~surface,51.7608591294284,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8500,Sigmoid colon contents,79.992996606536,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8600,Rectum wall,31.267694633336,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8700,Heart wall,290.88996946725456,1.2192420680000001e-14,0.007609910431386781,0.3835127171,38.35127171
Adult Female,9500,Liver,photon,10.0,8800,Blood in heart chamber,370.00000596739204,1.6743336880000002e-14,0.010450368907328008,0.3663260779,36.63260779
Adult Female,9500,Liver,photon,10.0,8900,Kidney_left_cortex,149.0910820069412,1.511823041e-14,0.009436057229380955,0.6578805873,65.78805873
Adult Female,9500,Liver,photon,10.0,9000,Kidney_left_medulla,37.441176328550405,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,9100,Kidney_left_pelvis,7.4942480159572,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,9200,Kidney_right_cortex,125.14670252809601,2.50353583e-14,0.01562584160118363,0.537570291,53.7570291
Adult Female,9500,Liver,photon,10.0,9300,Kidney_right_medulla,31.4397776576588,1.13192396e-14,0.007064913667940002,0.7071165505,70.71165505
Adult Female,9500,Liver,photon,10.0,9400,Kidney_right_pelvis,6.2919599562976005,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,9500,Liver,1810.000002004968,4.877986e-14,0.030445993884094455,0.1101965459,11.01965459
Adult Female,9500,Liver,photon,10.0,9700,Lung (AI)_left,427.2556349688367,5.218776203e-15,0.0032573039028606413,0.5369604145,53.696041449999996
Adult Female,9500,Liver,photon,10.0,9900,Lung (AI)_right,522.5177096318249,1.646665154e-14,0.010277675501289971,0.2994619209,29.94619209
Adult Female,9500,Liver,photon,10.0,10000,Lymphatic nodes_ET,12.6954704544888,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10100,Lymphatic nodes_thoracic,12.695442566546399,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10200,Lymphatic nodes_head,4.38569318382,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10300,Lymphatic nodes_trunk,103.6409331666528,1.729271231e-16,0.00010793262080491105,0.9924492363,99.24492363
Adult Female,9500,Liver,photon,10.0,10400,Lymphatic nodes_arms,8.7714564802752,1.675337236e-14,0.010456632561276664,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,10500,Lymphatic nodes_legs,8.7713957757648,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10600,Muscle_head,445.02190926816,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10700,Muscle_trunk,8324.818900383196,4.447653389e-15,0.0027760068987501395,0.1424699306,14.24699306
Adult Female,9500,Liver,photon,10.0,10800,Muscle_arms,1479.849488735625,3.902068335e-15,0.0024354794922070017,0.3391228769,33.91228769
Adult Female,9500,Liver,photon,10.0,10900,Muscle_legs,7676.7480018936,3.4436607299999995e-17,2.149363969566051e-05,0.9454924229,94.54924229
Adult Female,9500,Liver,photon,10.0,11000,Oesophagus wall_0~190 um,1.8710181531188,1.5374179190000002e-14,0.009595807892677681,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,11001,Oesophagus wall_190~200 um,0.1006174687168,1.199268617e-14,0.007485245955721975,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,11002,Oesophagus wall_200 um~surface,41.2465862211788,1.918031502e-14,0.011971411024835352,0.7258053776,72.58053776
Adult Female,9500,Liver,photon,10.0,11003,Oesophagus contents,21.240003752656,5.111318663e-15,0.003190234181757714,0.8373963157,83.73963157
Adult Female,9500,Liver,photon,10.0,11100,Ovary_left,6.3182720948288,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,11200,Ovary_right,6.3182755884579,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,11300,Pancreas,144.55161999975547,3.0543499110000004e-14,0.019063752686086115,0.4503332211,45.03332211
Adult Female,9500,Liver,photon,10.0,11400,Pituitary gland,0.6150875890969,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,11600,RST_head,844.5398776340284,1.492116187e-16,9.313056721310871e-05,0.9624482896,96.24482895999999
Adult Female,9500,Liver,photon,10.0,11700,RST_trunk,11513.366181479478,5.318222522e-15,0.003319373413106667,0.1028290918,10.282909179999999
Adult Female,9500,Liver,photon,10.0,11800,RST_arms,2171.589516017825,3.217356182e-15,0.0020081157805726686,0.3543506635,35.43506635
Adult Female,9500,Liver,photon,10.0,11900,RST_legs,7795.948330630681,2.9207402869999997e-16,0.00018229827005454766,0.586335391,58.6335391
Adult Female,9500,Liver,photon,10.0,12000,Salivary glands_left,35.8798830269406,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,12100,Salivary glands_right,35.8798786173536,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,12200,Skin_head_insensitive,155.5820783789696,4.566735941e-16,0.00028503323816419384,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,12201,Skin_head_sensitive_50~100 um,6.324483800416001,3.70949567e-16,0.0002315285088597935,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,12300,Skin_trunk_insensitive,871.5579532104576,3.207417481e-15,0.002001912531324683,0.1896397975,18.96397975
Adult Female,9500,Liver,photon,10.0,12301,Skin_trunk_sensitive_50~100 um,32.3682717326784,2.86686929e-15,0.0017893590688829,0.2062768901,20.62768901
Adult Female,9500,Liver,photon,10.0,12400,Skin_arms_insensitive,380.95960428490247,1.568474021e-15,0.0009789644835128072,0.3546681171,35.46681171
Adult Female,9500,Liver,photon,10.0,12401,Skin_arms_sensitive_50~100 um,15.5992697557056,3.440325146e-15,0.0021472820617855887,0.614319229,61.4319229
Adult Female,9500,Liver,photon,10.0,12500,Skin_legs_insensitive,924.6125985625985,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,12501,Skin_legs_sensitive_50~100 um,35.0246292961664,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,12600,Spinal cord,19.098306243841296,1.457478586e-15,0.0009096865820351807,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,12700,Spleen,187.399994554262,1.112482326e-14,0.006943568532906649,0.6123575906,61.23575905999999
Adult Female,9500,Liver,photon,10.0,12800,Teeth,40.561441982575,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,12801,Teeth_retention region,0.036088352248,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13100,Thymus,20.5027913149354,2.7894488729999996e-16,0.0001741037045357493,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,13200,Thyroid,19.4553068342601,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13300,Tongue_upper (food),20.995189084905,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13301,Tongue_lower,40.415365130385,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13400,Tonsils,3.0754149242855,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13500,Ureter_left,7.688548223281699,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13600,Ureter_right,7.688548546809499,3.708429747e-18,2.314619791790217e-06,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,13700,Urinary bladder wall_insensitive,39.459052920248006,6.602586022999999e-17,4.121010057746486e-05,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,13701,Urinary bladder wall_sensitive_118/116~193/185 um,1.3454738559600001,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,13800,Urinary bladder contents,199.99999842264,2.8308495669999998e-18,1.7668773260864921e-06,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,13900,Uterus,81.99316851612399,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,14000,Air inside body,0.036006261714300006,0.0,0.0,0.0,0.0
