Phantom,Source Organ,Source Type,Source Energy (MeV),Number of Particles,Organ ID,Marrow mass (kg),Endosteum mass (kg),Total fluence (photons/m2/source),Marrow excluded fluence (photons/m2/source),Endosteum excluded fluence (photons/m2/source),Marrow dose (Gy/source),Marrow Relative Error,Marrow Statistical Uncertainty (%),Endosteum dose (Gy/source),Endosteum Relative Error,Endosteum Statistical Uncertainty (%),Marrow mass fraction,Endosteum mass fraction,Total Active Marrow Mass (kg),Total Endosteum Mass (kg),RBM Dose (Gy/source),RBM Relative Error,RBM Statistical Uncertainty (%),RBM SAF (kg^-1),RBM SAF Uncertainty (kg^-1),Endosteum Dose (Gy/source),Endosteum SAF (kg^-1),Endosteum SAF Uncertainty (kg^-1)
ICRP 145 Adult Female,Liver,photon,10.0,1000,1400,0.0207,0.0071600000000000006,0.00015667712139913999,0.0,0.0,2.3596813311931496e-15,0.626923875343809,62.6923875343809,2.3645290342491002e-15,0.06550546167774478,6.550546167774478,0.02302302302302302,0.017570120978626293,0.8991,0.40751000000000004,7.558186123049586e-15,0.06525523097928386,6.525523097928386,0.004717448727348034,0.00030783820633602466,3.2936873058806707e-15,0.0020557579208091707,0.00013466337170028541
ICRP 145 Adult Female,Liver,photon,10.0,1000,1500,,0.00014000000000000001,0.00036518584175990003,,0.0,,,,3.3180500808497487e-15,,,,0.0003435498515373856,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,1700,,0.008320000000000001,0.0003812809167615,,0.0,,,,7.282909779613509e-15,,,,0.02041667689136463,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,1800,,0.00019,0.0003845849515885,,0.0,,,,5.828005814452859e-15,,,,0.0004662462270864518,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,2000,,0.012029999999999999,0.00021341416362109,,0.0,,,,4.902862354162146e-15,,,,0.029520747957105343,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,2100,,7.000000000000001e-05,0.0002511412654755,,0.0,,,,3.505719414157209e-15,,,,0.0001717749257686928,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,2300,,0.0070999999999999995,0.00010038443299435,,0.0,,,,2.363002836823229e-15,,,,0.01742288532796741,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,2500,0.0072,0.0019,0.00047325834743500004,0.0,0.0,6.858415170797568e-15,0.41467033277468013,41.46703327746801,6.885491394162374e-15,,,0.008008008008008008,0.004662462270864518,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,2700,0.0684,0.06420000000000001,9.1233468709112e-05,0.0,0.0,1.9278216506987666e-15,0.33009973972567747,33.00997397256775,1.9279701578761806e-15,,,0.07607607607607608,0.1575421462050011,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,2900,0.0603,0.033530000000000004,9.47062410122e-05,0.0,0.0,6.195555970696247e-17,0.4552731214344038,45.527312143440376,7.21307428223452e-17,,,0.06706706706706707,0.08228018944320385,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,3000,,0.00067,0.00011318511520029999,,0.0,,,,2.8736223025621994e-16,,,,0.001644131432357488,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,3200,,0.02367,0.0,,0.0,,,,0.0,,,,0.05808446418492797,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,3300,,0.00033,0.0,,0.0,,,,0.0,,,,0.0008097960786238374,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,3500,,0.07991,0.0,,0.0,,,,0.0,,,,0.1960933474025177,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,3600,,0.0045899999999999995,0.0,,0.0,,,,0.0,,,,0.011263527275404282,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,3800,,0.024399999999999998,0.0,,0.0,,,,0.0,,,,0.05987583126794434,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,4000,0.0072,0.0016,8.4483832101e-05,0.0,0.0,2.1205540706032693e-15,0.722979013893,72.2979013893,2.1205540706032693e-15,,,0.008008008008008008,0.003926284017570121,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,4200,0.1575,0.039700000000000006,0.00010475602306041001,0.0,0.0,1.2626397872912037e-15,0.46605340578936943,46.605340578936946,1.2644225979387002e-15,,,0.17517517517517517,0.09742092218595863,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,4400,0.1449,0.0229,0.0007526942297889603,0.0,0.0,1.2849424281084119e-14,0.06557041346398093,6.557041346398093,1.2858992805958501e-14,,,0.16116116116116116,0.05619494000147235,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,4600,0.0252,0.0076,0.00021665279437788998,0.0,0.0,2.234082619917876e-15,0.28500111831369096,28.500111831369097,2.2401804256200667e-15,,,0.028028028028028028,0.018649849083458073,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,4800,0.0351,0.0088,0.00018266452204426402,0.0,0.0,2.1844635778066126e-15,0.5102202404271268,51.02202404271268,2.1847253027084778e-15,,,0.03903903903903904,0.021594562096635666,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,5000,0.1449,0.0206,0.0009263102624643082,0.0,0.0,1.5501590139630947e-14,0.12579422592483047,12.579422592483047,1.5517956835961198e-14,,,0.16116116116116116,0.0505509067262153,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,5200,0.1107,0.018,0.000843666205662117,0.0,0.0,1.3097678162154419e-14,0.1778922696290861,17.78922696290861,1.3102281034851681e-14,,,0.12312312312312312,0.04417069519766385,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,5400,0.0891,0.0158,0.00013387035778632999,0.0,0.0,3.1849703056832574e-15,0.37976472724220073,37.97647272422007,3.1849703056832574e-15,,,0.0990990990990991,0.038772054673504946,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,10.0,1000,5600,0.027899999999999998,0.0043,0.00086914285978119,0.0,0.0,1.3364770735920447e-14,0.26826591214236717,26.826591214236718,1.3371075967682268e-14,,,0.03103103103103103,0.010551888297219699,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,1400,0.0269,0.00941,0.0,0.0,0.0,0.0,,,0.0,,,0.022987523500256363,0.01728508449669361,1.1702000000000001,0.5444,0.0,,,0.0,,0.0,0.0,
ICRP 145 Adult Male,Brain,photon,0.01,1000,1500,,0.00019,0.0,,0.0,,,,0.0,,,,0.0003490080822924321,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,1700,,0.01125,0.0,,0.0,,,,0.0,,,,0.020664952240999266,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,1800,,0.00025,0.0,,0.0,,,,0.0,,,,0.0004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,2000,,0.016309999999999998,0.0,,0.0,,,,0.0,,,,0.02995958853783982,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,2100,,8.999999999999999e-05,0.0,,0.0,,,,0.0,,,,0.0001653196179279941,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,2300,,0.0125,0.0,,0.0,,,,0.0,,,,0.02296105804555474,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,2500,0.009300000000000001,0.0025,0.0,0.0,0.0,0.0,,,0.0,,,0.00794735942573919,0.004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,2700,0.0889,0.0834,0.0,0.0,0.0,0.0,,,0.0,,,0.07596991967185096,0.15319617927994122,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,2900,0.07840000000000001,0.043340000000000004,0.0,0.0,0.0,0.0,,,0.0,,,0.06699709451375833,0.0796105804555474,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,3000,,0.00086,0.0,,0.0,,,,0.0,,,,0.001579720793534166,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,3200,,0.04783,0.0,,0.0,,,,0.0,,,,0.08785819250551065,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,3300,,0.00067,0.0,,0.0,,,,0.0,,,,0.001230712711241734,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,3500,,0.08738,0.0,,0.0,,,,0.0,,,,0.16050698016164586,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,3600,,0.005019999999999999,0.0,,0.0,,,,0.0,,,,0.009221160911094782,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,3800,,0.0422,0.0,,0.0,,,,0.0,,,,0.0775165319617928,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,4000,0.0094,0.002,0.0,0.0,0.0,0.0,,,0.0,,,0.00803281490343531,0.0036737692872887582,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,4200,0.2052,0.0517,0.0,0.0,0.0,0.0,,,0.0,,,0.17535464023243888,0.0949669360764144,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,4400,0.18880000000000002,0.0298,0.0,0.0,0.0,0.0,,,0.0,,,0.16133994189027517,0.0547391623806025,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,4600,0.032799999999999996,0.009800000000000001,0.0,0.0,0.0,0.0,,,0.0,,,0.028029396684327457,0.018001469507714918,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,4800,0.0456,0.0115,0.0,0.0,0.0,0.0,,,0.0,,,0.03896769782943087,0.02112417340191036,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,5000,0.18880000000000002,0.0269,0.0,0.0,0.0,0.0,,,0.0,,,0.16133994189027517,0.0494121969140338,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,5200,0.1439,0.023399999999999997,0.0,0.0,0.0,0.0,,,0.0,,,0.12297043240471713,0.042983100661278466,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,5400,0.1159,0.0206,0.0,0.0,0.0,0.0,,,0.0,,,0.09904289864980344,0.03783982365907421,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,0.01,1000,5600,0.0363,0.0055,0.0,0.0,0.0,0.0,,,0.0,,,0.031020338403691672,0.010102865540044085,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,1400,0.0269,0.00941,0.00010790726728306998,0.0,0.0,2.9142947074461605e-16,0.6681970023760406,66.81970023760407,2.934498356107491e-16,0.03317704673041877,3.317704673041877,0.022987523500256363,0.01728508449669361,1.1702000000000001,0.5444,7.98447972194229e-16,0.04839712846387796,4.839712846387796,0.004983520263935386,0.00024118807041601987,1.3066550846996762e-15,0.008155499568343834,0.0002705753902888535
ICRP 145 Adult Male,Brain,photon,1.0,1000,1500,,0.00019,8.514161877369999e-05,,0.0,,,,5.2083918441526836e-17,,,,0.0003490080822924321,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,1700,,0.01125,0.0,,0.0,,,,0.0,,,,0.020664952240999266,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,1800,,0.00025,0.0,,0.0,,,,0.0,,,,0.0004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,2000,,0.016309999999999998,0.0,,0.0,,,,0.0,,,,0.02995958853783982,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,2100,,8.999999999999999e-05,0.0,,0.0,,,,0.0,,,,0.0001653196179279941,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,2300,,0.0125,0.0,,0.0,,,,0.0,,,,0.02296105804555474,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,2500,0.009300000000000001,0.0025,0.00011277858843042999,0.0,0.0,4.0682528194686987e-16,0.5123741376781075,51.23741376781075,4.072995487023552e-16,,,0.00794735942573919,0.004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,2700,0.0889,0.0834,0.00229346822413545,0.0,0.0,7.868030813410766e-15,0.03356958646377072,3.356958646377072,7.886575486393257e-15,,,0.07596991967185096,0.15319617927994122,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,2900,0.07840000000000001,0.043340000000000004,0.0,0.0,0.0,0.0,,,0.0,,,0.06699709451375833,0.0796105804555474,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,3000,,0.00086,0.0,,0.0,,,,0.0,,,,0.001579720793534166,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,3200,,0.04783,0.0,,0.0,,,,0.0,,,,0.08785819250551065,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,3300,,0.00067,0.0,,0.0,,,,0.0,,,,0.001230712711241734,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,3500,,0.08738,0.0,,0.0,,,,0.0,,,,0.16050698016164586,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,3600,,0.005019999999999999,0.0,,0.0,,,,0.0,,,,0.009221160911094782,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,3800,,0.0422,0.0,,0.0,,,,0.0,,,,0.0775165319617928,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,4000,0.0094,0.002,0.00044183460521594995,0.0,0.0,1.173192674509846e-15,0.30444013788569635,30.444013788569634,1.1884429742294084e-15,,,0.00803281490343531,0.0036737692872887582,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,4200,0.2052,0.0517,1.82670944765e-06,0.0,0.0,1.892816434267015e-18,0.9994998749369999,99.9499874937,1.892816434267015e-18,,,0.17535464023243888,0.0949669360764144,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,4400,0.18880000000000002,0.0298,5.9621821090447e-05,0.0,0.0,1.284654044940885e-16,0.28494218922579284,28.494218922579286,1.3176388062798385e-16,,,0.16133994189027517,0.0547391623806025,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,4600,0.032799999999999996,0.009800000000000001,0.000172788207552305,0.0,0.0,2.358958245057706e-16,0.38835779060540476,38.835779060540474,2.455623775212696e-16,,,0.028029396684327457,0.018001469507714918,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,4800,0.0456,0.0115,0.0009449885214066497,0.0,0.0,2.995461063761291e-15,0.20912141661954528,20.91214166195453,3.0047492054868647e-15,,,0.03896769782943087,0.02112417340191036,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,5000,0.18880000000000002,0.0269,5.3314168366708004e-05,0.0,0.0,1.1123784843132556e-16,0.5603846401187714,56.038464011877146,1.1447785869825618e-16,,,0.16133994189027517,0.0494121969140338,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,5200,0.1439,0.023399999999999997,0.0,0.0,0.0,0.0,,,0.0,,,0.12297043240471713,0.042983100661278466,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,5400,0.1159,0.0206,0.0,0.0,0.0,0.0,,,0.0,,,0.09904289864980344,0.03783982365907421,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,1.0,1000,5600,0.0363,0.0055,0.0001694471980731,0.0,0.0,6.129518206062626e-16,0.9423180413911943,94.23180413911943,6.129518206062626e-16,,,0.031020338403691672,0.010102865540044085,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,1400,0.0269,0.00941,9.30529876169e-05,0.0,0.0,1.292681829762115e-15,0.6897526749125145,68.97526749125144,1.292681829762115e-15,0.031394423434573035,3.1394423434573033,0.022987523500256363,0.01728508449669361,1.1702000000000001,0.5444,5.079973898135276e-15,0.0620746501889976,6.20746501889976,0.0031706703183237116,0.00019681825087458207,7.363826928533994e-15,0.004596139259720631,0.00014429314208393455
ICRP 145 Adult Male,Brain,photon,10.0,1000,1500,,0.00019,0.0,,0.0,,,,0.0,,,,0.0003490080822924321,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,1700,,0.01125,1.73524024918e-05,,0.0,,,,4.3871290149677754e-16,,,,0.020664952240999266,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,1800,,0.00025,6.74521925789e-05,,0.0,,,,1.6561292564607102e-15,,,,0.0004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,2000,,0.016309999999999998,0.0,,0.0,,,,0.0,,,,0.02995958853783982,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,2100,,8.999999999999999e-05,0.0,,0.0,,,,0.0,,,,0.0001653196179279941,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,2300,,0.0125,0.0,,0.0,,,,0.0,,,,0.02296105804555474,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,2500,0.009300000000000001,0.0025,6.34388467351e-05,0.0,0.0,4.996287225011279e-16,0.8495965923679356,84.95965923679356,4.996287225011279e-16,,,0.00794735942573919,0.004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,2700,0.0889,0.0834,0.002080120342219145,0.0,0.0,4.25120955875592e-14,0.028632737923497822,2.863273792349782,4.252243614738349e-14,,,0.07596991967185096,0.15319617927994122,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,2900,0.07840000000000001,0.043340000000000004,0.0,0.0,0.0,0.0,,,0.0,,,0.06699709451375833,0.0796105804555474,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,3000,,0.00086,0.0,,0.0,,,,0.0,,,,0.001579720793534166,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,3200,,0.04783,0.0,,0.0,,,,0.0,,,,0.08785819250551065,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,3300,,0.00067,0.0,,0.0,,,,0.0,,,,0.001230712711241734,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,3500,,0.08738,0.0,,0.0,,,,0.0,,,,0.16050698016164586,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,3600,,0.005019999999999999,0.0,,0.0,,,,0.0,,,,0.009221160911094782,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,3800,,0.0422,0.0,,0.0,,,,0.0,,,,0.0775165319617928,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,4000,0.0094,0.002,0.000734550403399321,0.0,0.0,1.0348946431478288e-14,0.24985446550571164,24.985446550571165,1.0370058358082197e-14,,,0.00803281490343531,0.0036737692872887582,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,4200,0.2052,0.0517,9.947397888920001e-06,0.0,0.0,1.1027436691899106e-16,0.6446713655878985,64.46713655878985,1.1027436691899106e-16,,,0.17535464023243888,0.0949669360764144,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,4400,0.18880000000000002,0.0298,9.0859003550668e-05,0.0,0.0,1.5340591646869018e-15,0.3099091057233423,30.99091057233423,1.534642649746175e-15,,,0.16133994189027517,0.0547391623806025,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,4600,0.032799999999999996,0.009800000000000001,0.00016565338606250099,0.0,0.0,3.372794135837327e-15,0.3458838000430605,34.58838000430605,3.3742415441542164e-15,,,0.028029396684327457,0.018001469507714918,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,4800,0.0456,0.0115,0.00113847157985441,0.0,0.0,2.117085431651857e-14,0.2595706601001879,25.957066010018792,2.119548809939021e-14,,,0.03896769782943087,0.02112417340191036,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,5000,0.18880000000000002,0.0269,0.00017771865755302098,0.0,0.0,2.4542905133817858e-15,0.4500872465361723,45.008724653617236,2.4556867009259193e-15,,,0.16133994189027517,0.0494121969140338,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,5200,0.1439,0.023399999999999997,0.00010314358762889002,0.0,0.0,8.791302104101727e-16,0.6115113829178395,61.151138291783944,8.794667388307996e-16,,,0.12297043240471713,0.042983100661278466,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,5400,0.1159,0.0206,8.430306749794999e-06,0.0,0.0,1.5441019382368157e-16,0.812301573783,81.2301573783,1.5441019382368157e-16,,,0.09904289864980344,0.03783982365907421,,,,,,,,,,
ICRP 145 Adult Male,Brain,photon,10.0,1000,5600,0.0363,0.0055,3.55644033084e-05,0.0,0.0,8.955942293687397e-16,0.9994998749370001,99.94998749370001,8.955942293687397e-16,,,0.031020338403691672,0.010102865540044085,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,1400,0.0269,0.00941,0.0,0.0,0.0,0.0,,,0.0,,,0.022987523500256363,0.01728508449669361,1.1702000000000001,0.5444,0.0,,,0.0,,0.0,0.0,
ICRP 145 Adult Male,Liver,photon,0.01,1000,1500,,0.00019,0.0,,0.0,,,,0.0,,,,0.0003490080822924321,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,1700,,0.01125,0.0,,0.0,,,,0.0,,,,0.020664952240999266,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,1800,,0.00025,0.0,,0.0,,,,0.0,,,,0.0004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,2000,,0.016309999999999998,0.0,,0.0,,,,0.0,,,,0.02995958853783982,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,2100,,8.999999999999999e-05,0.0,,0.0,,,,0.0,,,,0.0001653196179279941,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,2300,,0.0125,0.0,,0.0,,,,0.0,,,,0.02296105804555474,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,2500,0.009300000000000001,0.0025,0.0,0.0,0.0,0.0,,,0.0,,,0.00794735942573919,0.004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,2700,0.0889,0.0834,0.0,0.0,0.0,0.0,,,0.0,,,0.07596991967185096,0.15319617927994122,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,2900,0.07840000000000001,0.043340000000000004,0.0,0.0,0.0,0.0,,,0.0,,,0.06699709451375833,0.0796105804555474,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,3000,,0.00086,0.0,,0.0,,,,0.0,,,,0.001579720793534166,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,3200,,0.04783,0.0,,0.0,,,,0.0,,,,0.08785819250551065,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,3300,,0.00067,0.0,,0.0,,,,0.0,,,,0.001230712711241734,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,3500,,0.08738,0.0,,0.0,,,,0.0,,,,0.16050698016164586,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,3600,,0.005019999999999999,0.0,,0.0,,,,0.0,,,,0.009221160911094782,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,3800,,0.0422,0.0,,0.0,,,,0.0,,,,0.0775165319617928,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,4000,0.0094,0.002,0.0,0.0,0.0,0.0,,,0.0,,,0.00803281490343531,0.0036737692872887582,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,4200,0.2052,0.0517,0.0,0.0,0.0,0.0,,,0.0,,,0.17535464023243888,0.0949669360764144,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,4400,0.18880000000000002,0.0298,0.0,0.0,0.0,0.0,,,0.0,,,0.16133994189027517,0.0547391623806025,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,4600,0.032799999999999996,0.009800000000000001,0.0,0.0,0.0,0.0,,,0.0,,,0.028029396684327457,0.018001469507714918,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,4800,0.0456,0.0115,0.0,0.0,0.0,0.0,,,0.0,,,0.03896769782943087,0.02112417340191036,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,5000,0.18880000000000002,0.0269,0.0,0.0,0.0,0.0,,,0.0,,,0.16133994189027517,0.0494121969140338,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,5200,0.1439,0.023399999999999997,0.0,0.0,0.0,0.0,,,0.0,,,0.12297043240471713,0.042983100661278466,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,5400,0.1159,0.0206,0.0,0.0,0.0,0.0,,,0.0,,,0.09904289864980344,0.03783982365907421,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,0.01,1000,5600,0.0363,0.0055,0.0,0.0,0.0,0.0,,,0.0,,,0.031020338403691672,0.010102865540044085,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,1400,0.0269,0.00941,9.086002150966e-05,0.0,0.0,7.318699856657972e-17,0.6305954586798403,63.059545867984035,8.376709295541201e-17,0.06019532717609419,6.019532717609419,0.022987523500256363,0.01728508449669361,1.1702000000000001,0.5444,1.0269747602779503e-15,0.0632062181555412,6.32062181555412,0.006409872285517393,0.0004051437860275698,3.8453904347396234e-16,0.002400103929327347,0.0001444750412824889
ICRP 145 Adult Male,Liver,photon,1.0,1000,1500,,0.00019,0.00048456441275322997,,0.0,,,,1.1845682089549596e-15,,,,0.0003490080822924321,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,1700,,0.01125,0.00023519244474400002,,0.0,,,,3.6873502924468596e-16,,,,0.020664952240999266,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,1800,,0.00025,0.00032042874768797,,0.0,,,,1.103483792376563e-15,,,,0.0004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,2000,,0.016309999999999998,0.00013244329165719998,,0.0,,,,3.8548235868671045e-16,,,,0.02995958853783982,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,2100,,8.999999999999999e-05,0.0,,0.0,,,,0.0,,,,0.0001653196179279941,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,2300,,0.0125,3.9717718980078e-05,,0.0,,,,4.1820346065879477e-17,,,,0.02296105804555474,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,2500,0.009300000000000001,0.0025,0.00020105793823454,0.0,0.0,4.4198959967609296e-16,0.48811121838535443,48.81112183853544,4.457665651072631e-16,,,0.00794735942573919,0.004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,2700,0.0889,0.0834,2.02458614810302e-05,0.0,0.0,5.997915247077129e-17,0.5252540973252995,52.52540973252995,6.009327531645521e-17,,,0.07596991967185096,0.15319617927994122,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,2900,0.07840000000000001,0.043340000000000004,5.7332221047e-06,0.0,0.0,1.1084044197768446e-17,0.999499874937,99.9499874937,1.1084044197768446e-17,,,0.06699709451375833,0.0796105804555474,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,3000,,0.00086,0.0,,0.0,,,,0.0,,,,0.001579720793534166,,,,,,,,,,
