Phantom,Source Organ,Source Type,Source Energy (MeV),Number of Particles,Organ ID,Marrow mass (kg),Endosteum mass (kg),Total fluence (photons/m2/source),Marrow excluded fluence (photons/m2/source),Endosteum excluded fluence (photons/m2/source),Marrow dose (Gy/source),Marrow Relative Error,Marrow Statistical Uncertainty (%),Endosteum dose (Gy/source),Endosteum Relative Error,Endosteum Statistical Uncertainty (%),Marrow mass fraction,Endosteum mass fraction,Total Active Marrow Mass (kg),Total Endosteum Mass (kg),RBM Dose (Gy/source),RBM Relative Error,RBM Statistical Uncertainty (%),RBM SAF (kg^-1),RBM SAF Uncertainty (kg^-1),Endosteum Dose (Gy/source),Endosteum SAF (kg^-1),Endosteum SAF Uncertainty (kg^-1)
ICRP 145 Adult Female,Liver,photon,0.01,1000,2100,,7.000000000000001e-05,0.0,,0.0,,,,0.0,,,,0.0001717749257686928,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,2300,,0.0070999999999999995,0.0,,0.0,,,,0.0,,,,0.01742288532796741,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,2500,0.0072,0.0019,0.0,0.0,0.0,0.0,,,0.0,,,0.008008008008008008,0.004662462270864518,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,2700,0.0684,0.06420000000000001,0.0,0.0,0.0,0.0,,,0.0,,,0.07607607607607608,0.1575421462050011,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,2900,0.0603,0.033530000000000004,0.0,0.0,0.0,0.0,,,0.0,,,0.06706706706706707,0.08228018944320385,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,3000,,0.00067,0.0,,0.0,,,,0.0,,,,0.001644131432357488,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,3200,,0.02367,0.0,,0.0,,,,0.0,,,,0.05808446418492797,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,3300,,0.00033,0.0,,0.0,,,,0.0,,,,0.0008097960786238374,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,3500,,0.07991,0.0,,0.0,,,,0.0,,,,0.1960933474025177,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,3600,,0.0045899999999999995,0.0,,0.0,,,,0.0,,,,0.011263527275404282,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,3800,,0.024399999999999998,0.0,,0.0,,,,0.0,,,,0.05987583126794434,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,4000,0.0072,0.0016,0.0,0.0,0.0,0.0,,,0.0,,,0.008008008008008008,0.003926284017570121,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,4200,0.1575,0.039700000000000006,0.0,0.0,0.0,0.0,,,0.0,,,0.17517517517517517,0.09742092218595863,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,4400,0.1449,0.0229,0.0,0.0,0.0,0.0,,,0.0,,,0.16116116116116116,0.05619494000147235,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,4600,0.0252,0.0076,0.0,0.0,0.0,0.0,,,0.0,,,0.028028028028028028,0.018649849083458073,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,4800,0.0351,0.0088,0.0,0.0,0.0,0.0,,,0.0,,,0.03903903903903904,0.021594562096635666,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,5000,0.1449,0.0206,0.0,0.0,0.0,0.0,,,0.0,,,0.16116116116116116,0.0505509067262153,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,5200,0.1107,0.018,0.0,0.0,0.0,0.0,,,0.0,,,0.12312312312312312,0.04417069519766385,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,5400,0.0891,0.0158,0.0,0.0,0.0,0.0,,,0.0,,,0.0990990990990991,0.038772054673504946,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,0.01,1000,5600,0.027899999999999998,0.0043,0.0,0.0,0.0,0.0,,,0.0,,,0.03103103103103103,0.010551888297219699,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,1400,0.0207,0.0071600000000000006,1.8193247679300003e-05,0.0,0.0,3.041254227171936e-17,0.999499874937,99.9499874937,3.041254227171936e-17,0.06368452886585056,6.3684528865850565,0.02302302302302302,0.017570120978626293,0.8991,0.40751000000000004,1.2483835445916664e-15,0.06630154302018373,6.630154302018373,0.007791797221976864,0.0005166081787174471,4.819760704796555e-16,0.0030082580175718977,0.0001915794945559839
ICRP 145 Adult Female,Liver,photon,1.0,1000,1500,,0.00014000000000000001,0.0003105434977976,,0.0,,,,9.707346801218226e-16,,,,0.0003435498515373856,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,1700,,0.008320000000000001,0.0003129535645939,,0.0,,,,9.184109978838156e-16,,,,0.02041667689136463,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,1800,,0.00019,0.0003054471385458,,0.0,,,,7.239191938230975e-16,,,,0.0004662462270864518,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,2000,,0.012029999999999999,0.00012000703614000001,,0.0,,,,3.7999339778470835e-16,,,,0.029520747957105343,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,2100,,7.000000000000001e-05,4.52516904878e-05,,0.0,,,,1.7097802655624584e-16,,,,0.0001717749257686928,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,2300,,0.0070999999999999995,5.97772405209e-05,,0.0,,,,1.6364288266580878e-16,,,,0.01742288532796741,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,2500,0.0072,0.0019,0.00013149903343898003,0.0,0.0,1.849434275992207e-16,0.7473217951977451,74.7321795197745,1.9780874971364236e-16,,,0.008008008008008008,0.004662462270864518,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,2700,0.0684,0.06420000000000001,3.0793392828633e-05,0.0,0.0,5.3959629546252684e-17,0.4416283638623884,44.162836386238844,5.438665949923235e-17,,,0.07607607607607608,0.1575421462050011,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,2900,0.0603,0.033530000000000004,5.01544760989e-06,0.0,0.0,2.888325019271285e-18,0.999499874937,99.9499874937,3.0956653891545903e-18,,,0.06706706706706707,0.08228018944320385,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,3000,,0.00067,0.0,,0.0,,,,0.0,,,,0.001644131432357488,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,3200,,0.02367,0.0,,0.0,,,,0.0,,,,0.05808446418492797,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,3300,,0.00033,0.0,,0.0,,,,0.0,,,,0.0008097960786238374,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,3500,,0.07991,0.0,,0.0,,,,0.0,,,,0.1960933474025177,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,3600,,0.0045899999999999995,0.0,,0.0,,,,0.0,,,,0.011263527275404282,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,3800,,0.024399999999999998,7.48968290832e-07,,0.0,,,,3.634047068971228e-18,,,,0.05987583126794434,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,4000,0.0072,0.0016,6.21039355585e-05,0.0,0.0,1.4231697595618949e-16,0.9278766208498282,92.78766208498283,1.4813239116603305e-16,,,0.008008008008008008,0.003926284017570121,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,4200,0.1575,0.039700000000000006,0.00011182322118639098,0.0,0.0,2.803768305811209e-16,0.35156135606067324,35.15613560606732,2.8083851018466165e-16,,,0.17517517517517517,0.09742092218595863,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,4400,0.1449,0.0229,0.00074456016890624,0.0,0.0,2.2164934313004353e-15,0.06558841277412297,6.558841277412297,2.235887336897972e-15,,,0.16116116116116116,0.05619494000147235,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,4600,0.0252,0.0076,0.00012734458898612,0.0,0.0,2.4085285235371135e-16,0.3441149437010403,34.41149437010403,2.5079511615379136e-16,,,0.028028028028028028,0.018649849083458073,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,4800,0.0351,0.0088,5.56534906822e-05,0.0,0.0,9.0088251715458e-17,0.7538523329203508,75.38523329203508,9.272451027760073e-17,,,0.03903903903903904,0.021594562096635666,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,5000,0.1449,0.0206,0.0008897634512031072,0.0,0.0,2.516848406270172e-15,0.1277218779280814,12.77218779280814,2.5461657742185344e-15,,,0.16116116116116116,0.0505509067262153,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,5200,0.1107,0.018,0.0007675487975482941,0.0,0.0,2.1857806945609536e-15,0.16795957674000664,16.795957674000665,2.1992259812289427e-15,,,0.12312312312312312,0.04417069519766385,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,5400,0.0891,0.0158,6.495510776595e-05,0.0,0.0,1.9643482750632665e-16,0.7001033895076567,70.01033895076567,1.9680468392904225e-16,,,0.0990990990990991,0.038772054673504946,,,,,,,,,,
ICRP 145 Adult Female,Liver,photon,1.0,1000,5600,0.027899999999999998,0.0043,0.001068835684606388,0.0,0.0,4.188185918938099e-15,0.2519734241981293,25.19734241981293,4.1897371421312646e-15,,,0.03103103103103103,0.010551888297219699,,,,,,,,,,
