
=====================================================================
 Run #0 / Number of event processed : 10000000
=====================================================================
organ ID|      Organ Mass (g)   Dose (Gy/source)     Relative Error
   11700|           11176.900          9.295e-16              0.001
   11800|            1549.842          4.358e-16              0.003
   11900|            4510.134          7.413e-18              0.014
   12000|              44.045          1.041e-16              0.038
   12100|              44.045          1.635e-16              0.031
   12200|             259.230          9.801e-17              0.015
   12201|               8.470          8.319e-17              0.042
   12300|            1271.006          6.197e-16              0.003
   12301|              38.418          5.586e-16              0.007
   12400|             575.709          3.092e-16              0.006
   12401|              18.843          2.749e-16              0.015
   12500|            1259.982          6.099e-18              0.027
   12501|              37.790          4.834e-18              0.085
   12600|              37.952          1.220e-15              0.012
   12700|             228.400          1.041e-15              0.006
   12800|              50.727          1.352e-16              0.032
   12801|               0.043          1.966e-16              0.227
   12900|              18.617          1.871e-17              0.123
   13000|              18.617          2.020e-17              0.126
   13100|              25.909          6.771e-16              0.020
   13200|              23.351          3.829e-16              0.028
   13300|              20.993          1.361e-16              0.050
   13301|              54.552          1.457e-16              0.029
   13400|               3.109          8.413e-17              0.145
   13500|               8.809          7.807e-16              0.030
   13600|               7.773          9.164e-16              0.030
   13700|              49.781          1.358e-16              0.028
   13701|               1.318          1.207e-16              0.092
   13800|             200.000          1.351e-16              0.016
   14000|               0.140          2.029e-16              0.083
=====================================================================

