
=====================================================================
 Run #0 / Number of event processed : 1000
=====================================================================
organ ID|      Organ Mass (g)   Dose (Gy/source)     Relative Error
   11200|               6.318          0.000e+00               -nan
   11300|             144.552          5.263e-15              0.994
   11400|               0.615          1.933e-14              0.999
   11600|             844.543          2.470e-14              0.159
   11700|           11513.363          7.831e-16              0.313
   11800|            2171.588          4.222e-16              0.799
   11900|            7795.948          3.975e-19              0.999
   12000|              35.880          2.857e-14              0.729
   12100|              35.880          4.764e-16              0.999
   12200|             155.582          2.053e-14              0.162
   12201|               6.324          3.519e-14              0.283
   12300|             871.603          5.403e-16              0.574
   12301|              32.368          1.507e-16              0.583
   12400|             380.905          2.123e-16              0.708
   12401|              15.598          2.117e-16              0.711
   12500|             924.584          0.000e+00               -nan
   12501|              35.025          0.000e+00               -nan
   12600|              19.098          0.000e+00               -nan
   12700|             187.400          2.167e-15              0.999
   12800|              40.562          1.536e-14              0.748
   12801|               0.036          5.687e-14              0.780
   13100|              20.503          0.000e+00               -nan
   13200|              19.455          2.516e-16              0.999
   13300|              20.995          1.072e-13              0.533
   13301|              40.415          3.458e-14              0.709
   13400|               3.075          5.289e-13              0.636
   13500|               7.689          0.000e+00               -nan
   13600|               7.689          0.000e+00               -nan
   13700|              39.459          0.000e+00               -nan
   13701|               1.345          0.000e+00               -nan
   13800|             200.000          0.000e+00               -nan
   13900|              81.993          0.000e+00               -nan
   14000|               0.036          9.634e-15              0.999
=====================================================================

