Organ ID,Organ Mass (g),Dose (Gy/source),Relative Error
100,8.682739522,1.447441464e-15,0.07297680049
200,8.682743132,7.107464123e-15,0.03534023606
300,0.02230901101,2.260911301e-16,0.8424822504
301,0.0895317114,6.670799841e-17,0.7073663587
302,0.02807649465,4.592210374e-17,0.7277952365
303,11.29120583,8.133005686e-17,0.2747116121
400,0.1412003875,1.453984198e-16,0.7745686924
401,0.3898324431,1.09104983e-16,0.3994295906
402,0.09782525444,1.00596817e-16,0.4574856192
403,0.04897425007,9.323558922e-17,0.4017057231
404,0.09805441234,1.459158295e-16,0.4496740406
405,28.8084848,1.412728344e-16,0.124680679
500,0.08596550428,2.261376275e-16,0.4055469122
501,0.02351556738,0,0
600,0.02307768472,2.670729425e-17,0.7154355309
700,10.36360878,4.850984229e-16,0.1102560059
800,0.02516398227,8.52403893e-16,0.3538219928
801,0.0311633586,1.169582272e-15,0.4812478141
802,0.05201120782,1.310262436e-15,0.265078901
803,0.130411126,1.211390661e-15,0.2572697741
804,0.02615675687,1.620042141e-15,0.3448740969
805,0.05236504327,9.881416625e-16,0.2665176442
806,0.05246035062,8.280855092e-16,0.2244104561
807,0.05255009106,1.604059686e-15,0.2938356497
808,2.776674508,1.175137057e-15,0.1245054465
900,1.504030783,9.981382393e-17,0.5896876747
910,6.943591123,2.700683942e-16,0.1966292845
1000,193.1967825,1.383427358e-15,0.01635881145
1010,444.0353949,9.493609219e-16,0.0129554116
1100,32.46345325,6.367748671e-16,0.05641365536
1110,167.2694021,4.703697286e-16,0.02943930658
1200,108.8315671,7.841031674e-18,0.2667027275
1210,389.7405461,4.903069572e-18,0.1800139618
1300,159.1964517,3.867375942e-16,0.03228913369
1400,145.6886557,3.009010993e-16,0.04023994402
1500,34.24398254,5.673736646e-16,0.05951894865
1600,106.7201246,6.3449766e-16,0.03138000796
1700,50.88978932,5.240652529e-16,0.05143248528
1800,37.39695522,6.901510609e-16,0.05234419195
1900,273.4089197,1.923432339e-16,0.03533578761
2000,154.9809855,3.027041551e-16,0.03908058991
2100,22.99634576,1.724928665e-16,0.1251291552
2200,181.5289885,3.240966637e-17,0.102064797
2300,118.9268866,3.333425631e-17,0.1280676703
2400,48.25181227,3.852584196e-16,0.05624854236
2500,45.05701336,4.077991338e-16,0.06030242455
2600,568.4694168,5.557930758e-17,0.04457658315
2700,382.0729263,5.944544054e-17,0.05360793111
2800,253.5475846,4.239632015e-17,0.06955720205
2900,413.2322922,5.2885491e-17,0.05250294527
3000,26.04535047,1.37300715e-17,0.3882551254
3100,307.7609735,4.4415853e-18,0.2060786891
3200,373.6519545,2.518087335e-18,0.270986358
3300,82.17888246,5.855417857e-18,0.3086645677
3400,536.6511904,1.064186097e-18,0.3498972327
3500,621.4076463,8.766518948e-19,0.3437048743
3600,79.81493797,0,0
3700,234.8823428,1.139906249e-18,0.4051098084
3800,432.6150424,1.011196014e-18,0.3857317165
3900,76.87705058,1.581115187e-16,0.07264961125
4000,56.28731655,1.794154795e-16,0.081341645
4100,402.5946743,1.847086955e-16,0.02688830198
4200,619.6715755,1.641765282e-16,0.02502533574
4300,368.7971196,1.974579637e-15,0.009063798038
4400,457.3511943,2.054812048e-15,0.008796022127
4500,223.3331223,5.386841075e-16,0.02293616959
4600,156.6702568,4.512369719e-16,0.03010854718
4700,103.9434066,1.829483703e-16,0.05349270443
4800,78.91527128,1.815162923e-16,0.06742867907
4900,289.4401291,1.604345759e-15,0.01166236446
5000,345.2217733,2.092849319e-15,0.01032582054
5100,188.0474514,1.00716048e-15,0.01734594005
5200,291.5843646,1.192434495e-15,0.01457747213
5300,110.3202883,2.485267134e-16,0.04350452009
5400,192.223999,2.536625547e-16,0.03632178007
5500,9.990523425,1.836256427e-15,0.05000113676
5600,61.42008372,1.690333303e-15,0.02686892265
5700,56.33146379,3.001097115e-15,0.02064652733
5800,82.06297946,1.664917868e-15,0.0220402027
6100,1517.389678,4.740000273e-17,0.03318342978
6200,7.769025257,8.795722746e-16,0.09825802939
6300,5.180134068,6.416621811e-16,0.1416867005
6400,7.769029193,3.115666009e-15,0.05644075095
6500,5.180136443,2.669008466e-15,0.07369434288
6600,0.03888948808,0,0
6601,0.1892705688,3.898366581e-16,0.9999995
6700,1.113285069,8.331425388e-17,0.58903498
6701,0.3075716047,6.707788356e-18,0.9999995
6702,6.12199394,3.064104859e-17,0.4972393758
6800,0.03888931397,0,0
6801,0.1892706524,0,0
6900,1.113281696,4.341795709e-17,0.5820158864
6901,0.307571592,4.832486053e-17,0.9999995
6902,6.12199522,7.728847553e-17,0.3826492288
7000,10.36361276,9.551717648e-15,0.02445326031
7100,57.99999933,9.261199378e-15,0.012524414
7200,1.783738388,2.893864556e-15,0.04995406549
7201,1.192821131,2.889420838e-15,0.05487393349
7202,6.008017357,2.928789655e-15,0.0384845118
7203,185.2860985,3.271165599e-15,0.01123005782
7300,249.9999865,2.625965474e-15,0.01114094496
7400,14.54747904,9.046576864e-16,0.03825878446
7401,2.264442035,9.001454341e-16,0.05151801917
7402,5.691843593,9.455165448e-16,0.04636690931
7403,840.0963485,9.234906246e-16,0.009500591044
7500,53.33739729,9.410941252e-16,0.02765064808
7501,296.6626081,9.242117493e-16,0.01579173353
7600,3.071450222,1.789785933e-15,0.0786099546
7601,0.2233495664,1.898325545e-15,0.1180850547
7602,116.6341778,1.762820342e-15,0.01916218532
7700,55.00000064,1.525804641e-15,0.02949843634
7800,3.992697541,3.974472698e-15,0.04393366016
7801,0.2886113451,3.721825288e-15,0.07645515763
7802,75.67134897,4.202817111e-15,0.01550656053
7900,95.00000217,4.098077456e-15,0.01456674704
8000,2.823670214,1.677571718e-15,0.08136297109
8001,0.204972319,1.571202703e-15,0.1241873519
8002,76.9240245,1.652548984e-15,0.02381372438
8100,39.99999291,1.675053598e-15,0.03300343324
8200,2.77943439,7.564159898e-16,0.1065168039
8201,0.2033227536,8.970382223e-16,0.1764456539
8202,116.9462205,7.130291355e-16,0.0285868484
8300,35.00000918,8.226855184e-16,0.04828364951
8400,4.450942357,1.557933605e-16,0.2048065949
8401,0.3235627551,1.470098575e-16,0.3568227406
8402,48.52422396,1.660505804e-16,0.08156811046
8500,74.99999545,1.761839408e-16,0.07061283603
8600,39.97632662,1.152617577e-16,0.1154917958
8700,385.8388145,2.389821985e-15,0.009187928085
8800,510.0000095,2.34270893e-15,0.008413435529
8900,162.3384466,1.026338898e-15,0.02071889551
9000,38.35928192,1.06527802e-15,0.04080829794
9100,7.651796292,1.183009787e-15,0.08648668684
9200,166.5419457,3.916071106e-15,0.0112161476
9300,39.36213816,4.340864188e-15,0.02150494419
9400,7.892486789,4.242012483e-15,0.04683273617
9500,2360.000005,1.132496827e-14,0.00171516081
9700,545.8768934,8.274903869e-16,0.01272534522
9900,652.8614496,2.783934203e-15,0.006669823945
10000,15.949186,1.071765024e-16,0.1929703491
10100,15.94920545,2.48331653e-15,0.04146201053
10200,5.509725194,1.941222415e-16,0.2166982759
10300,130.2035224,4.997425245e-16,0.03137148886
10400,11.01945242,5.797462768e-16,0.09818280522
10500,11.01945355,9.804778594e-18,0.710763177
10600,1200.827799,1.468232831e-16,0.02080877826
10700,14844.72969,5.679929516e-16,0.002980842939
10800,2843.506922,3.516727823e-16,0.008839960669
10900,10887.72913,6.659572687e-18,0.03258258676
11000,1.919393001,2.007318794e-15,0.08040115422
11001,0.1030714171,1.527994248e-15,0.1426198309
11002,49.78305164,2.062602112e-15,0.02654223584
11003,22.86999766,2.012605402e-15,0.03991049798
11300,173.6312956,4.549526168e-15,0.01028061021
11400,0.6218196488,3.755821748e-16,0.6533970439
11500,17.61814419,7.128182311e-17,0.2024923418
11600,975.6224151,1.105883708e-16,0.02533505387
11700,11176.90036,9.269907788e-16,0.002608861935
11800,1549.841515,4.367379577e-16,0.01047753332
11900,4510.133509,7.295829112e-18,0.04509040456
12000,44.04535869,1.035894448e-16,0.115892352
12100,44.04536237,1.48690475e-16,0.1041640376
12200,259.2303086,9.782113939e-17,0.0469328525
12201,8.470001531,8.727490857e-17,0.132377616
12300,1271.006475,6.150549711e-16,0.008718808036
12301,38.41782704,5.59405849e-16,0.0228091808
12400,575.7089401,2.95755876e-16,0.01861894374
12401,18.84302052,2.59864864e-16,0.04754317712
12500,1259.982016,6.019193017e-18,0.0838438577
12501,37.78988121,5.691765187e-18,0.3163711844
12600,37.95172332,1.24914857e-15,0.03873949693
12700,228.3999951,1.034243068e-15,0.01782941354
12800,50.72662088,1.443619913e-16,0.09715883817
12801,0.04313799171,1.648309062e-16,0.5110189301
12900,18.61675322,1.764156943e-17,0.4381355422
13000,18.61674984,3.983064191e-17,0.335507149
13100,25.90902855,7.07262801e-16,0.06191939935
13200,23.35052429,4.453046684e-16,0.08395398898
13300,20.99303754,1.436533024e-16,0.1514767149
13301,54.55215826,1.411504618e-16,0.09632957009
13400,3.109094749,1.119204165e-16,0.4994646831
13500,8.809067047,7.92990929e-16,0.09498634531
13600,7.772708595,9.265340739e-16,0.0948653501
13700,49.78112324,1.436967468e-16,0.08654074855
13701,1.317737832,1.089280481e-16,0.5057698984
13800,200.000003,1.38310411e-16,0.04900734264
14000,0.1401650804,1.653501276e-16,0.2231603641
